"SeasonID","League","team","Minuta","Gole"
2006,"bundesliga","VfL Wolfsburg","0-10",3
2006,"bundesliga","VfL Wolfsburg","11-20",6
2006,"bundesliga","VfL Wolfsburg","21-30",5
2006,"bundesliga","VfL Wolfsburg","31-40",2
2006,"bundesliga","VfL Wolfsburg","41-50",3
2006,"bundesliga","VfL Wolfsburg","51-60",3
2006,"bundesliga","VfL Wolfsburg","61-70",2
2006,"bundesliga","VfL Wolfsburg","71-80",5
2006,"bundesliga","VfL Wolfsburg","81-90",7
2006,"bundesliga","Werder Brema","0-10",4
2006,"bundesliga","Werder Brema","11-20",8
2006,"bundesliga","Werder Brema","21-30",8
2006,"bundesliga","Werder Brema","31-40",11
2006,"bundesliga","Werder Brema","41-50",5
2006,"bundesliga","Werder Brema","51-60",7
2006,"bundesliga","Werder Brema","61-70",2
2006,"bundesliga","Werder Brema","71-80",16
2006,"bundesliga","Werder Brema","81-90",13
2006,"laliga","Ath. Bilbao","0-10",2
2006,"laliga","Ath. Bilbao","11-20",3
2006,"laliga","Ath. Bilbao","21-30",7
2006,"laliga","Ath. Bilbao","31-40",3
2006,"laliga","Ath. Bilbao","41-50",4
2006,"laliga","Ath. Bilbao","51-60",3
2006,"laliga","Ath. Bilbao","61-70",7
2006,"laliga","Ath. Bilbao","71-80",6
2006,"laliga","Ath. Bilbao","81-90",7
2006,"laliga","Atl. Madryt","0-10",3
2006,"laliga","Atl. Madryt","11-20",7
2006,"laliga","Atl. Madryt","21-30",3
2006,"laliga","Atl. Madryt","31-40",6
2006,"laliga","Atl. Madryt","41-50",1
2006,"laliga","Atl. Madryt","51-60",6
2006,"laliga","Atl. Madryt","61-70",6
2006,"laliga","Atl. Madryt","71-80",4
2006,"laliga","Atl. Madryt","81-90",8
2006,"laliga","Barcelona","0-10",4
2006,"laliga","Barcelona","11-20",5
2006,"laliga","Barcelona","21-30",6
2006,"laliga","Barcelona","31-40",10
2006,"laliga","Barcelona","41-50",12
2006,"laliga","Barcelona","51-60",12
2006,"laliga","Barcelona","61-70",7
2006,"laliga","Barcelona","71-80",4
2006,"laliga","Barcelona","81-90",16
2006,"laliga","Betis","0-10",3
2006,"laliga","Betis","11-20",3
2006,"laliga","Betis","21-30",1
2006,"laliga","Betis","31-40",4
2006,"laliga","Betis","41-50",4
2006,"laliga","Betis","51-60",4
2006,"laliga","Betis","61-70",2
2006,"laliga","Betis","71-80",6
2006,"laliga","Betis","81-90",9
2006,"laliga","Celta Vigo","0-10",4
2006,"laliga","Celta Vigo","11-20",2
2006,"laliga","Celta Vigo","21-30",1
2006,"laliga","Celta Vigo","31-40",5
2006,"laliga","Celta Vigo","41-50",7
2006,"laliga","Celta Vigo","51-60",6
2006,"laliga","Celta Vigo","61-70",7
2006,"laliga","Celta Vigo","71-80",3
2006,"laliga","Celta Vigo","81-90",5
2006,"laliga","Espanyol","0-10",6
2006,"laliga","Espanyol","11-20",4
2006,"laliga","Espanyol","21-30",6
2006,"laliga","Espanyol","31-40",2
2006,"laliga","Espanyol","41-50",3
2006,"laliga","Espanyol","51-60",7
2006,"laliga","Espanyol","61-70",5
2006,"laliga","Espanyol","71-80",4
2006,"laliga","Espanyol","81-90",9
2006,"laliga","Getafe","0-10",3
2006,"laliga","Getafe","11-20",2
2006,"laliga","Getafe","21-30",4
2006,"laliga","Getafe","31-40",2
2006,"laliga","Getafe","41-50",7
2006,"laliga","Getafe","51-60",9
2006,"laliga","Getafe","61-70",5
2006,"laliga","Getafe","71-80",6
2006,"laliga","Getafe","81-90",1
2006,"laliga","Gimnastic","0-10",2
2006,"laliga","Gimnastic","11-20",3
2006,"laliga","Gimnastic","21-30",2
2006,"laliga","Gimnastic","31-40",5
2006,"laliga","Gimnastic","41-50",2
2006,"laliga","Gimnastic","51-60",3
2006,"laliga","Gimnastic","61-70",4
2006,"laliga","Gimnastic","71-80",7
2006,"laliga","Gimnastic","81-90",4
2006,"laliga","Huelva","0-10",5
2006,"laliga","Huelva","11-20",6
2006,"laliga","Huelva","21-30",1
2006,"laliga","Huelva","31-40",6
2006,"laliga","Huelva","41-50",6
2006,"laliga","Huelva","51-60",9
2006,"laliga","Huelva","61-70",3
2006,"laliga","Huelva","71-80",3
2006,"laliga","Huelva","81-90",14
2006,"laliga","La Coruna","0-10",2
2006,"laliga","La Coruna","11-20",3
2006,"laliga","La Coruna","21-30",2
2006,"laliga","La Coruna","31-40",1
2006,"laliga","La Coruna","41-50",2
2006,"laliga","La Coruna","51-60",3
2006,"laliga","La Coruna","61-70",7
2006,"laliga","La Coruna","71-80",7
2006,"laliga","La Coruna","81-90",4
2006,"laliga","Levante","0-10",2
2006,"laliga","Levante","11-20",6
2006,"laliga","Levante","21-30",2
2006,"laliga","Levante","31-40",6
2006,"laliga","Levante","41-50",5
2006,"laliga","Levante","51-60",2
2006,"laliga","Levante","61-70",3
2006,"laliga","Levante","71-80",7
2006,"laliga","Levante","81-90",3
2006,"laliga","Mallorca","0-10",4
2006,"laliga","Mallorca","11-20",2
2006,"laliga","Mallorca","21-30",4
2006,"laliga","Mallorca","31-40",3
2006,"laliga","Mallorca","41-50",4
2006,"laliga","Mallorca","51-60",8
2006,"laliga","Mallorca","61-70",5
2006,"laliga","Mallorca","71-80",3
2006,"laliga","Mallorca","81-90",8
2006,"laliga","Osasuna","0-10",3
2006,"laliga","Osasuna","11-20",5
2006,"laliga","Osasuna","21-30",3
2006,"laliga","Osasuna","31-40",6
2006,"laliga","Osasuna","41-50",4
2006,"laliga","Osasuna","51-60",11
2006,"laliga","Osasuna","61-70",6
2006,"laliga","Osasuna","71-80",7
2006,"laliga","Osasuna","81-90",5
2006,"laliga","Racing Santander","0-10",3
2006,"laliga","Racing Santander","11-20",2
2006,"laliga","Racing Santander","21-30",2
2006,"laliga","Racing Santander","31-40",2
2006,"laliga","Racing Santander","41-50",3
2006,"laliga","Racing Santander","51-60",5
2006,"laliga","Racing Santander","61-70",8
2006,"laliga","Racing Santander","71-80",7
2006,"laliga","Racing Santander","81-90",7
2006,"laliga","Real Madryt","0-10",5
2006,"laliga","Real Madryt","11-20",6
2006,"laliga","Real Madryt","21-30",6
2006,"laliga","Real Madryt","31-40",4
2006,"laliga","Real Madryt","41-50",10
2006,"laliga","Real Madryt","51-60",9
2006,"laliga","Real Madryt","61-70",5
2006,"laliga","Real Madryt","71-80",7
2006,"laliga","Real Madryt","81-90",12
2006,"laliga","Real Sociedad","0-10",3
2006,"laliga","Real Sociedad","11-20",3
2006,"laliga","Real Sociedad","21-30",4
2006,"laliga","Real Sociedad","31-40",5
2006,"laliga","Real Sociedad","41-50",2
2006,"laliga","Real Sociedad","51-60",3
2006,"laliga","Real Sociedad","61-70",1
2006,"laliga","Real Sociedad","71-80",3
2006,"laliga","Real Sociedad","81-90",6
2006,"laliga","Sevilla","0-10",4
2006,"laliga","Sevilla","11-20",5
2006,"laliga","Sevilla","21-30",9
2006,"laliga","Sevilla","31-40",7
2006,"laliga","Sevilla","41-50",4
2006,"laliga","Sevilla","51-60",7
2006,"laliga","Sevilla","61-70",7
2006,"laliga","Sevilla","71-80",8
2006,"laliga","Sevilla","81-90",12
2006,"laliga","Valencia","0-10",4
2006,"laliga","Valencia","11-20",6
2006,"laliga","Valencia","21-30",5
2006,"laliga","Valencia","31-40",5
2006,"laliga","Valencia","41-50",6
2006,"laliga","Valencia","51-60",10
2006,"laliga","Valencia","61-70",7
2006,"laliga","Valencia","71-80",5
2006,"laliga","Valencia","81-90",7
2006,"laliga","Villarreal","0-10",3
2006,"laliga","Villarreal","11-20",5
2006,"laliga","Villarreal","21-30",3
2006,"laliga","Villarreal","31-40",4
2006,"laliga","Villarreal","41-50",3
2006,"laliga","Villarreal","51-60",7
2006,"laliga","Villarreal","61-70",7
2006,"laliga","Villarreal","71-80",6
2006,"laliga","Villarreal","81-90",8
2006,"laliga","Zaragoza","0-10",2
2006,"laliga","Zaragoza","11-20",8
2006,"laliga","Zaragoza","21-30",3
2006,"laliga","Zaragoza","31-40",8
2006,"laliga","Zaragoza","41-50",1
2006,"laliga","Zaragoza","51-60",11
2006,"laliga","Zaragoza","61-70",2
2006,"laliga","Zaragoza","71-80",11
2006,"laliga","Zaragoza","81-90",8
2006,"ligue-1","Auxerre","11-20",8
2006,"ligue-1","Auxerre","21-30",5
2006,"ligue-1","Auxerre","31-40",3
2006,"ligue-1","Auxerre","41-50",4
2006,"ligue-1","Auxerre","51-60",5
2006,"ligue-1","Auxerre","61-70",2
2006,"ligue-1","Auxerre","71-80",5
2006,"ligue-1","Auxerre","81-90",9
2006,"ligue-1","Bordeaux","0-10",2
2006,"ligue-1","Bordeaux","11-20",3
2006,"ligue-1","Bordeaux","21-30",4
2006,"ligue-1","Bordeaux","31-40",2
2006,"ligue-1","Bordeaux","41-50",11
2006,"ligue-1","Bordeaux","51-60",3
2006,"ligue-1","Bordeaux","61-70",7
2006,"ligue-1","Bordeaux","71-80",1
2006,"ligue-1","Bordeaux","81-90",6
2006,"ligue-1","Le Mans","0-10",4
2006,"ligue-1","Le Mans","11-20",5
2006,"ligue-1","Le Mans","21-30",5
2006,"ligue-1","Le Mans","31-40",5
2006,"ligue-1","Le Mans","41-50",5
2006,"ligue-1","Le Mans","51-60",5
2006,"ligue-1","Le Mans","61-70",5
2006,"ligue-1","Le Mans","71-80",4
2006,"ligue-1","Le Mans","81-90",7
2006,"ligue-1","Lens","0-10",4
2006,"ligue-1","Lens","11-20",2
2006,"ligue-1","Lens","21-30",7
2006,"ligue-1","Lens","31-40",3
2006,"ligue-1","Lens","41-50",4
2006,"ligue-1","Lens","51-60",6
2006,"ligue-1","Lens","61-70",3
2006,"ligue-1","Lens","71-80",5
2006,"ligue-1","Lens","81-90",11
2006,"ligue-1","Lille","0-10",2
2006,"ligue-1","Lille","11-20",5
2006,"ligue-1","Lille","21-30",5
2006,"ligue-1","Lille","31-40",4
2006,"ligue-1","Lille","41-50",7
2006,"ligue-1","Lille","51-60",7
2006,"ligue-1","Lille","61-70",7
2006,"ligue-1","Lille","71-80",2
2006,"ligue-1","Lille","81-90",4
2006,"ligue-1","Lorient","0-10",2
2006,"ligue-1","Lorient","11-20",3
2006,"ligue-1","Lorient","21-30",6
2006,"ligue-1","Lorient","31-40",2
2006,"ligue-1","Lorient","41-50",5
2006,"ligue-1","Lorient","51-60",4
2006,"ligue-1","Lorient","61-70",4
2006,"ligue-1","Lorient","71-80",3
2006,"ligue-1","Lorient","81-90",3
2006,"ligue-1","Lyon","0-10",4
2006,"ligue-1","Lyon","11-20",4
2006,"ligue-1","Lyon","21-30",6
2006,"ligue-1","Lyon","31-40",7
2006,"ligue-1","Lyon","41-50",6
2006,"ligue-1","Lyon","51-60",3
2006,"ligue-1","Lyon","61-70",11
2006,"ligue-1","Lyon","71-80",4
2006,"ligue-1","Lyon","81-90",18
2006,"ligue-1","Marsylia","0-10",5
2006,"ligue-1","Marsylia","11-20",2
2006,"ligue-1","Marsylia","31-40",4
2006,"ligue-1","Marsylia","41-50",8
2006,"ligue-1","Marsylia","51-60",4
2006,"ligue-1","Marsylia","61-70",13
2006,"ligue-1","Marsylia","71-80",6
2006,"ligue-1","Marsylia","81-90",11
2006,"ligue-1","Monaco","0-10",5
2006,"ligue-1","Monaco","11-20",5
2006,"ligue-1","Monaco","31-40",6
2006,"ligue-1","Monaco","41-50",9
2006,"ligue-1","Monaco","51-60",4
2006,"ligue-1","Monaco","61-70",6
2006,"ligue-1","Monaco","71-80",4
2006,"ligue-1","Monaco","81-90",6
2006,"ligue-1","Nancy","0-10",1
2006,"ligue-1","Nancy","11-20",4
2006,"ligue-1","Nancy","21-30",2
2006,"ligue-1","Nancy","31-40",6
2006,"ligue-1","Nancy","41-50",2
2006,"ligue-1","Nancy","51-60",7
2006,"ligue-1","Nancy","61-70",2
2006,"ligue-1","Nancy","71-80",10
2006,"ligue-1","Nancy","81-90",3
2006,"ligue-1","Nantes","0-10",1
2006,"ligue-1","Nantes","11-20",2
2006,"ligue-1","Nantes","21-30",3
2006,"ligue-1","Nantes","31-40",3
2006,"ligue-1","Nantes","41-50",2
2006,"ligue-1","Nantes","51-60",2
2006,"ligue-1","Nantes","61-70",3
2006,"ligue-1","Nantes","71-80",6
2006,"ligue-1","Nantes","81-90",6
2006,"ligue-1","Nice","0-10",1
2006,"ligue-1","Nice","11-20",3
2006,"ligue-1","Nice","21-30",6
2006,"ligue-1","Nice","31-40",2
2006,"ligue-1","Nice","41-50",5
2006,"ligue-1","Nice","51-60",5
2006,"ligue-1","Nice","61-70",2
2006,"ligue-1","Nice","71-80",4
2006,"ligue-1","Nice","81-90",6
2006,"ligue-1","PSG","0-10",4
2006,"ligue-1","PSG","11-20",2
2006,"ligue-1","PSG","21-30",3
2006,"ligue-1","PSG","31-40",1
2006,"ligue-1","PSG","41-50",8
2006,"ligue-1","PSG","51-60",6
2006,"ligue-1","PSG","61-70",4
2006,"ligue-1","PSG","71-80",6
2006,"ligue-1","PSG","81-90",7
2006,"ligue-1","Rennes","0-10",2
2006,"ligue-1","Rennes","11-20",4
2006,"ligue-1","Rennes","21-30",4
2006,"ligue-1","Rennes","31-40",2
2006,"ligue-1","Rennes","41-50",2
2006,"ligue-1","Rennes","51-60",7
2006,"ligue-1","Rennes","61-70",4
2006,"ligue-1","Rennes","71-80",8
2006,"ligue-1","Rennes","81-90",5
2006,"ligue-1","Sedan","0-10",2
2006,"ligue-1","Sedan","11-20",7
2006,"ligue-1","Sedan","21-30",4
2006,"ligue-1","Sedan","31-40",4
2006,"ligue-1","Sedan","41-50",5
2006,"ligue-1","Sedan","51-60",2
2006,"ligue-1","Sedan","61-70",7
2006,"ligue-1","Sedan","71-80",4
2006,"ligue-1","Sedan","81-90",7
2006,"ligue-1","Sochaux","0-10",4
2006,"ligue-1","Sochaux","11-20",3
2006,"ligue-1","Sochaux","21-30",7
2006,"ligue-1","Sochaux","31-40",5
2006,"ligue-1","Sochaux","41-50",3
2006,"ligue-1","Sochaux","51-60",3
2006,"ligue-1","Sochaux","61-70",6
2006,"ligue-1","Sochaux","71-80",5
2006,"ligue-1","Sochaux","81-90",7
2006,"ligue-1","St. Etienne","0-10",5
2006,"ligue-1","St. Etienne","11-20",6
2006,"ligue-1","St. Etienne","21-30",4
2006,"ligue-1","St. Etienne","31-40",7
2006,"ligue-1","St. Etienne","41-50",8
2006,"ligue-1","St. Etienne","51-60",3
2006,"ligue-1","St. Etienne","61-70",8
2006,"ligue-1","St. Etienne","71-80",5
2006,"ligue-1","St. Etienne","81-90",4
2006,"ligue-1","Toulouse","0-10",3
2006,"ligue-1","Toulouse","11-20",5
2006,"ligue-1","Toulouse","21-30",8
2006,"ligue-1","Toulouse","31-40",3
2006,"ligue-1","Toulouse","41-50",4
2006,"ligue-1","Toulouse","51-60",3
2006,"ligue-1","Toulouse","61-70",3
2006,"ligue-1","Toulouse","71-80",4
2006,"ligue-1","Toulouse","81-90",9
2006,"ligue-1","Troyes","0-10",5
2006,"ligue-1","Troyes","11-20",3
2006,"ligue-1","Troyes","21-30",2
2006,"ligue-1","Troyes","31-40",5
2006,"ligue-1","Troyes","41-50",3
2006,"ligue-1","Troyes","51-60",4
2006,"ligue-1","Troyes","61-70",4
2006,"ligue-1","Troyes","71-80",6
2006,"ligue-1","Troyes","81-90",6
2006,"ligue-1","Valenciennes","0-10",2
2006,"ligue-1","Valenciennes","11-20",3
2006,"ligue-1","Valenciennes","21-30",1
2006,"ligue-1","Valenciennes","31-40",4
2006,"ligue-1","Valenciennes","41-50",3
2006,"ligue-1","Valenciennes","51-60",2
2006,"ligue-1","Valenciennes","61-70",4
2006,"ligue-1","Valenciennes","71-80",8
2006,"ligue-1","Valenciennes","81-90",9
2006,"premier-league","Arsenal","0-10",4
2006,"premier-league","Arsenal","11-20",3
2006,"premier-league","Arsenal","21-30",3
2006,"premier-league","Arsenal","31-40",5
2006,"premier-league","Arsenal","41-50",9
2006,"premier-league","Arsenal","51-60",4
2006,"premier-league","Arsenal","61-70",7
2006,"premier-league","Arsenal","71-80",12
2006,"premier-league","Arsenal","81-90",13
2006,"premier-league","Aston Villa","0-10",3
2006,"premier-league","Aston Villa","21-30",5
2006,"premier-league","Aston Villa","31-40",8
2006,"premier-league","Aston Villa","41-50",8
2006,"premier-league","Aston Villa","51-60",4
2006,"premier-league","Aston Villa","61-70",5
2006,"premier-league","Aston Villa","71-80",3
2006,"premier-league","Aston Villa","81-90",6
2006,"premier-league","Blackburn","0-10",6
2006,"premier-league","Blackburn","11-20",2
2006,"premier-league","Blackburn","21-30",8
2006,"premier-league","Blackburn","31-40",2
2006,"premier-league","Blackburn","41-50",9
2006,"premier-league","Blackburn","51-60",4
2006,"premier-league","Blackburn","61-70",7
2006,"premier-league","Blackburn","71-80",4
2006,"premier-league","Blackburn","81-90",7
2006,"premier-league","Bolton","0-10",4
2006,"premier-league","Bolton","11-20",5
2006,"premier-league","Bolton","21-30",6
2006,"premier-league","Bolton","31-40",4
2006,"premier-league","Bolton","41-50",2
2006,"premier-league","Bolton","51-60",9
2006,"premier-league","Bolton","61-70",5
2006,"premier-league","Bolton","71-80",7
2006,"premier-league","Bolton","81-90",3
2006,"premier-league","Charlton","0-10",1
2006,"premier-league","Charlton","11-20",4
2006,"premier-league","Charlton","21-30",4
2006,"premier-league","Charlton","31-40",1
2006,"premier-league","Charlton","41-50",2
2006,"premier-league","Charlton","51-60",5
2006,"premier-league","Charlton","61-70",3
2006,"premier-league","Charlton","71-80",5
2006,"premier-league","Charlton","81-90",8
2006,"premier-league","Chelsea","0-10",4
2006,"premier-league","Chelsea","11-20",7
2006,"premier-league","Chelsea","21-30",5
2006,"premier-league","Chelsea","31-40",6
2006,"premier-league","Chelsea","41-50",6
2006,"premier-league","Chelsea","51-60",7
2006,"premier-league","Chelsea","61-70",8
2006,"premier-league","Chelsea","71-80",5
2006,"premier-league","Chelsea","81-90",10
2006,"premier-league","Everton","0-10",2
2006,"premier-league","Everton","11-20",6
2006,"premier-league","Everton","21-30",4
2006,"premier-league","Everton","31-40",5
2006,"premier-league","Everton","41-50",8
2006,"premier-league","Everton","51-60",4
2006,"premier-league","Everton","61-70",6
2006,"premier-league","Everton","71-80",3
2006,"premier-league","Everton","81-90",12
2006,"premier-league","Fulham","0-10",2
2006,"premier-league","Fulham","11-20",6
2006,"premier-league","Fulham","21-30",2
2006,"premier-league","Fulham","31-40",2
2006,"premier-league","Fulham","41-50",3
2006,"premier-league","Fulham","51-60",2
2006,"premier-league","Fulham","61-70",6
2006,"premier-league","Fulham","71-80",4
2006,"premier-league","Fulham","81-90",9
2006,"premier-league","Liverpool","0-10",5
2006,"premier-league","Liverpool","11-20",4
2006,"premier-league","Liverpool","21-30",4
2006,"premier-league","Liverpool","31-40",6
2006,"premier-league","Liverpool","41-50",7
2006,"premier-league","Liverpool","51-60",5
2006,"premier-league","Liverpool","61-70",12
2006,"premier-league","Liverpool","71-80",4
2006,"premier-league","Liverpool","81-90",9
2006,"premier-league","Manchester City","11-20",2
2006,"premier-league","Manchester City","21-30",2
2006,"premier-league","Manchester City","31-40",5
2006,"premier-league","Manchester City","41-50",5
2006,"premier-league","Manchester City","51-60",2
2006,"premier-league","Manchester City","61-70",4
2006,"premier-league","Manchester City","71-80",6
2006,"premier-league","Manchester City","81-90",2
2006,"premier-league","Manchester Utd","0-10",8
2006,"premier-league","Manchester Utd","11-20",10
2006,"premier-league","Manchester Utd","21-30",5
2006,"premier-league","Manchester Utd","31-40",6
2006,"premier-league","Manchester Utd","41-50",9
2006,"premier-league","Manchester Utd","51-60",7
2006,"premier-league","Manchester Utd","61-70",12
2006,"premier-league","Manchester Utd","71-80",9
2006,"premier-league","Manchester Utd","81-90",14
2006,"premier-league","Middlesbrough","0-10",3
2006,"premier-league","Middlesbrough","11-20",2
2006,"premier-league","Middlesbrough","21-30",7
2006,"premier-league","Middlesbrough","31-40",2
2006,"premier-league","Middlesbrough","41-50",7
2006,"premier-league","Middlesbrough","51-60",1
2006,"premier-league","Middlesbrough","61-70",9
2006,"premier-league","Middlesbrough","71-80",8
2006,"premier-league","Middlesbrough","81-90",4
2006,"premier-league","Newcastle","0-10",5
2006,"premier-league","Newcastle","11-20",4
2006,"premier-league","Newcastle","21-30",4
2006,"premier-league","Newcastle","31-40",5
2006,"premier-league","Newcastle","41-50",3
2006,"premier-league","Newcastle","51-60",3
2006,"premier-league","Newcastle","61-70",4
2006,"premier-league","Newcastle","71-80",5
2006,"premier-league","Newcastle","81-90",5
2006,"premier-league","Portsmouth","0-10",5
2006,"premier-league","Portsmouth","11-20",3
2006,"premier-league","Portsmouth","21-30",6
2006,"premier-league","Portsmouth","31-40",3
2006,"premier-league","Portsmouth","41-50",5
2006,"premier-league","Portsmouth","51-60",5
2006,"premier-league","Portsmouth","61-70",4
2006,"premier-league","Portsmouth","71-80",3
2006,"premier-league","Portsmouth","81-90",8
2006,"premier-league","Reading","0-10",3
2006,"premier-league","Reading","11-20",6
2006,"premier-league","Reading","21-30",2
2006,"premier-league","Reading","31-40",7
2006,"premier-league","Reading","41-50",9
2006,"premier-league","Reading","51-60",5
2006,"premier-league","Reading","61-70",2
2006,"premier-league","Reading","71-80",5
2006,"premier-league","Reading","81-90",9
2006,"premier-league","Sheffield Utd","0-10",1
2006,"premier-league","Sheffield Utd","11-20",1
2006,"premier-league","Sheffield Utd","21-30",5
2006,"premier-league","Sheffield Utd","31-40",3
2006,"premier-league","Sheffield Utd","41-50",5
2006,"premier-league","Sheffield Utd","51-60",1
2006,"premier-league","Sheffield Utd","61-70",8
2006,"premier-league","Sheffield Utd","71-80",4
2006,"premier-league","Sheffield Utd","81-90",3
2006,"premier-league","Tottenham","0-10",6
2006,"premier-league","Tottenham","11-20",7
2006,"premier-league","Tottenham","21-30",5
2006,"premier-league","Tottenham","31-40",6
2006,"premier-league","Tottenham","41-50",8
2006,"premier-league","Tottenham","51-60",5
2006,"premier-league","Tottenham","61-70",7
2006,"premier-league","Tottenham","71-80",1
2006,"premier-league","Tottenham","81-90",11
2006,"premier-league","Watford","11-20",2
2006,"premier-league","Watford","21-30",7
2006,"premier-league","Watford","31-40",2
2006,"premier-league","Watford","41-50",2
2006,"premier-league","Watford","51-60",5
2006,"premier-league","Watford","61-70",3
2006,"premier-league","Watford","71-80",2
2006,"premier-league","Watford","81-90",4
2006,"premier-league","West Ham","0-10",2
2006,"premier-league","West Ham","11-20",4
2006,"premier-league","West Ham","21-30",6
2006,"premier-league","West Ham","31-40",2
2006,"premier-league","West Ham","41-50",5
2006,"premier-league","West Ham","51-60",3
2006,"premier-league","West Ham","61-70",3
2006,"premier-league","West Ham","71-80",5
2006,"premier-league","West Ham","81-90",5
2006,"premier-league","Wigan","0-10",5
2006,"premier-league","Wigan","11-20",3
2006,"premier-league","Wigan","21-30",5
2006,"premier-league","Wigan","31-40",5
2006,"premier-league","Wigan","41-50",3
2006,"premier-league","Wigan","51-60",3
2006,"premier-league","Wigan","61-70",5
2006,"premier-league","Wigan","71-80",3
2006,"premier-league","Wigan","81-90",3
2006,"serie-a","AC Milan","0-10",5
2006,"serie-a","AC Milan","11-20",5
2006,"serie-a","AC Milan","21-30",8
2006,"serie-a","AC Milan","31-40",9
2006,"serie-a","AC Milan","41-50",2
2006,"serie-a","AC Milan","51-60",4
2006,"serie-a","AC Milan","61-70",6
2006,"serie-a","AC Milan","71-80",7
2006,"serie-a","AC Milan","81-90",11
2006,"serie-a","ACR Messina","0-10",3
2006,"serie-a","ACR Messina","11-20",1
2006,"serie-a","ACR Messina","21-30",2
2006,"serie-a","ACR Messina","31-40",4
2006,"serie-a","ACR Messina","41-50",3
2006,"serie-a","ACR Messina","51-60",3
2006,"serie-a","ACR Messina","61-70",4
2006,"serie-a","ACR Messina","71-80",6
2006,"serie-a","ACR Messina","81-90",11
2006,"serie-a","AS Roma","0-10",5
2006,"serie-a","AS Roma","11-20",5
2006,"serie-a","AS Roma","21-30",4
2006,"serie-a","AS Roma","31-40",10
2006,"serie-a","AS Roma","41-50",12
2006,"serie-a","AS Roma","51-60",7
2006,"serie-a","AS Roma","61-70",11
2006,"serie-a","AS Roma","71-80",5
2006,"serie-a","AS Roma","81-90",15
2006,"serie-a","Ascoli","0-10",1
2006,"serie-a","Ascoli","11-20",5
2006,"serie-a","Ascoli","21-30",3
2006,"serie-a","Ascoli","31-40",5
2006,"serie-a","Ascoli","41-50",4
2006,"serie-a","Ascoli","51-60",3
2006,"serie-a","Ascoli","61-70",4
2006,"serie-a","Ascoli","71-80",3
2006,"serie-a","Ascoli","81-90",7
2006,"serie-a","Atalanta","0-10",6
2006,"serie-a","Atalanta","11-20",5
2006,"serie-a","Atalanta","21-30",2
2006,"serie-a","Atalanta","31-40",9
2006,"serie-a","Atalanta","41-50",6
2006,"serie-a","Atalanta","51-60",9
2006,"serie-a","Atalanta","61-70",7
2006,"serie-a","Atalanta","71-80",2
2006,"serie-a","Atalanta","81-90",9
2006,"serie-a","Cagliari","0-10",3
2006,"serie-a","Cagliari","11-20",6
2006,"serie-a","Cagliari","21-30",2
2006,"serie-a","Cagliari","31-40",3
2006,"serie-a","Cagliari","41-50",1
2006,"serie-a","Cagliari","51-60",4
2006,"serie-a","Cagliari","61-70",8
2006,"serie-a","Cagliari","71-80",2
2006,"serie-a","Cagliari","81-90",6
2006,"serie-a","Catania","0-10",1
2006,"serie-a","Catania","11-20",5
2006,"serie-a","Catania","21-30",3
2006,"serie-a","Catania","31-40",4
2006,"serie-a","Catania","41-50",2
2006,"serie-a","Catania","51-60",9
2006,"serie-a","Catania","61-70",10
2006,"serie-a","Catania","71-80",4
2006,"serie-a","Catania","81-90",7
2006,"serie-a","Chievo","0-10",3
2006,"serie-a","Chievo","11-20",3
2006,"serie-a","Chievo","21-30",4
2006,"serie-a","Chievo","31-40",6
2006,"serie-a","Chievo","41-50",6
2006,"serie-a","Chievo","51-60",5
2006,"serie-a","Chievo","61-70",2
2006,"serie-a","Chievo","71-80",6
2006,"serie-a","Chievo","81-90",3
2006,"serie-a","Empoli","0-10",4
2006,"serie-a","Empoli","11-20",2
2006,"serie-a","Empoli","21-30",10
2006,"serie-a","Empoli","31-40",3
2006,"serie-a","Empoli","41-50",5
2006,"serie-a","Empoli","51-60",8
2006,"serie-a","Empoli","61-70",4
2006,"serie-a","Empoli","71-80",3
2006,"serie-a","Empoli","81-90",3
2006,"serie-a","Fiorentina","0-10",4
2006,"serie-a","Fiorentina","11-20",7
2006,"serie-a","Fiorentina","21-30",6
2006,"serie-a","Fiorentina","31-40",7
2006,"serie-a","Fiorentina","41-50",7
2006,"serie-a","Fiorentina","51-60",5
2006,"serie-a","Fiorentina","61-70",5
2006,"serie-a","Fiorentina","71-80",10
2006,"serie-a","Fiorentina","81-90",9
2006,"serie-a","Inter","0-10",3
2006,"serie-a","Inter","11-20",11
2006,"serie-a","Inter","21-30",5
2006,"serie-a","Inter","31-40",5
2006,"serie-a","Inter","41-50",8
2006,"serie-a","Inter","51-60",13
2006,"serie-a","Inter","61-70",14
2006,"serie-a","Inter","71-80",11
2006,"serie-a","Inter","81-90",6
2006,"serie-a","Lazio","0-10",5
2006,"serie-a","Lazio","11-20",3
2006,"serie-a","Lazio","21-30",7
2006,"serie-a","Lazio","31-40",3
2006,"serie-a","Lazio","41-50",10
2006,"serie-a","Lazio","51-60",9
2006,"serie-a","Lazio","61-70",4
2006,"serie-a","Lazio","71-80",11
2006,"serie-a","Lazio","81-90",7
2006,"serie-a","Livorno","0-10",2
2006,"serie-a","Livorno","11-20",3
2006,"serie-a","Livorno","21-30",9
2006,"serie-a","Livorno","31-40",1
2006,"serie-a","Livorno","41-50",4
2006,"serie-a","Livorno","51-60",7
2006,"serie-a","Livorno","61-70",6
