"SeasonID","League","team","Minuta","Gole"
2012,"bundesliga","Hannover","51-60",8
2012,"bundesliga","Hannover","61-70",12
2012,"bundesliga","Hannover","71-80",5
2012,"bundesliga","Hannover","81-90",8
2012,"bundesliga","SC Freiburg","0-10",2
2012,"bundesliga","SC Freiburg","11-20",3
2012,"bundesliga","SC Freiburg","21-30",5
2012,"bundesliga","SC Freiburg","31-40",6
2012,"bundesliga","SC Freiburg","41-50",3
2012,"bundesliga","SC Freiburg","51-60",3
2012,"bundesliga","SC Freiburg","61-70",8
2012,"bundesliga","SC Freiburg","71-80",5
2012,"bundesliga","SC Freiburg","81-90",9
2012,"bundesliga","TSG Hoffenheim","0-10",5
2012,"bundesliga","TSG Hoffenheim","11-20",5
2012,"bundesliga","TSG Hoffenheim","21-30",2
2012,"bundesliga","TSG Hoffenheim","31-40",4
2012,"bundesliga","TSG Hoffenheim","41-50",3
2012,"bundesliga","TSG Hoffenheim","51-60",3
2012,"bundesliga","TSG Hoffenheim","61-70",6
2012,"bundesliga","TSG Hoffenheim","71-80",2
2012,"bundesliga","TSG Hoffenheim","81-90",11
2012,"bundesliga","VfB Stuttgart","0-10",5
2012,"bundesliga","VfB Stuttgart","11-20",3
2012,"bundesliga","VfB Stuttgart","21-30",3
2012,"bundesliga","VfB Stuttgart","31-40",6
2012,"bundesliga","VfB Stuttgart","41-50",5
2012,"bundesliga","VfB Stuttgart","51-60",3
2012,"bundesliga","VfB Stuttgart","61-70",4
2012,"bundesliga","VfB Stuttgart","71-80",2
2012,"bundesliga","VfB Stuttgart","81-90",2
2012,"bundesliga","VfL Wolfsburg","0-10",4
2012,"bundesliga","VfL Wolfsburg","11-20",7
2012,"bundesliga","VfL Wolfsburg","21-30",8
2012,"bundesliga","VfL Wolfsburg","31-40",4
2012,"bundesliga","VfL Wolfsburg","41-50",5
2012,"bundesliga","VfL Wolfsburg","51-60",3
2012,"bundesliga","VfL Wolfsburg","61-70",8
2012,"bundesliga","VfL Wolfsburg","71-80",4
2012,"bundesliga","VfL Wolfsburg","81-90",3
2012,"bundesliga","Werder Brema","0-10",3
2012,"bundesliga","Werder Brema","11-20",3
2012,"bundesliga","Werder Brema","21-30",6
2012,"bundesliga","Werder Brema","31-40",6
2012,"bundesliga","Werder Brema","41-50",4
2012,"bundesliga","Werder Brema","51-60",7
2012,"bundesliga","Werder Brema","61-70",5
2012,"bundesliga","Werder Brema","71-80",7
2012,"bundesliga","Werder Brema","81-90",8
2012,"laliga","Ath. Bilbao","0-10",2
2012,"laliga","Ath. Bilbao","11-20",4
2012,"laliga","Ath. Bilbao","21-30",8
2012,"laliga","Ath. Bilbao","31-40",1
2012,"laliga","Ath. Bilbao","41-50",9
2012,"laliga","Ath. Bilbao","51-60",2
2012,"laliga","Ath. Bilbao","61-70",5
2012,"laliga","Ath. Bilbao","71-80",8
2012,"laliga","Ath. Bilbao","81-90",5
2012,"laliga","Atl. Madryt","0-10",4
2012,"laliga","Atl. Madryt","11-20",2
2012,"laliga","Atl. Madryt","21-30",11
2012,"laliga","Atl. Madryt","31-40",7
2012,"laliga","Atl. Madryt","41-50",10
2012,"laliga","Atl. Madryt","51-60",7
2012,"laliga","Atl. Madryt","61-70",7
2012,"laliga","Atl. Madryt","71-80",5
2012,"laliga","Atl. Madryt","81-90",10
2012,"laliga","Barcelona","0-10",8
2012,"laliga","Barcelona","11-20",15
2012,"laliga","Barcelona","21-30",16
2012,"laliga","Barcelona","31-40",10
2012,"laliga","Barcelona","41-50",13
2012,"laliga","Barcelona","51-60",17
2012,"laliga","Barcelona","61-70",7
2012,"laliga","Barcelona","71-80",12
2012,"laliga","Barcelona","81-90",14
2012,"laliga","Betis","0-10",9
2012,"laliga","Betis","11-20",5
2012,"laliga","Betis","21-30",5
2012,"laliga","Betis","31-40",4
2012,"laliga","Betis","41-50",6
2012,"laliga","Betis","51-60",6
2012,"laliga","Betis","61-70",7
2012,"laliga","Betis","71-80",6
2012,"laliga","Betis","81-90",7
2012,"laliga","Celta Vigo","0-10",2
2012,"laliga","Celta Vigo","11-20",6
2012,"laliga","Celta Vigo","21-30",3
2012,"laliga","Celta Vigo","31-40",7
2012,"laliga","Celta Vigo","41-50",1
2012,"laliga","Celta Vigo","51-60",5
2012,"laliga","Celta Vigo","61-70",3
2012,"laliga","Celta Vigo","71-80",3
2012,"laliga","Celta Vigo","81-90",7
2012,"laliga","Espanyol","0-10",3
2012,"laliga","Espanyol","11-20",3
2012,"laliga","Espanyol","21-30",6
2012,"laliga","Espanyol","31-40",5
2012,"laliga","Espanyol","41-50",6
2012,"laliga","Espanyol","51-60",3
2012,"laliga","Espanyol","61-70",5
2012,"laliga","Espanyol","71-80",4
2012,"laliga","Espanyol","81-90",7
2012,"laliga","Getafe","0-10",2
2012,"laliga","Getafe","11-20",5
2012,"laliga","Getafe","21-30",3
2012,"laliga","Getafe","31-40",2
2012,"laliga","Getafe","41-50",6
2012,"laliga","Getafe","51-60",7
2012,"laliga","Getafe","61-70",5
2012,"laliga","Getafe","71-80",3
2012,"laliga","Getafe","81-90",9
2012,"laliga","Granada","0-10",2
2012,"laliga","Granada","11-20",3
2012,"laliga","Granada","21-30",6
2012,"laliga","Granada","31-40",3
2012,"laliga","Granada","41-50",3
2012,"laliga","Granada","51-60",2
2012,"laliga","Granada","61-70",2
2012,"laliga","Granada","71-80",7
2012,"laliga","Granada","81-90",6
2012,"laliga","La Coruna","0-10",3
2012,"laliga","La Coruna","11-20",6
2012,"laliga","La Coruna","21-30",7
2012,"laliga","La Coruna","31-40",7
2012,"laliga","La Coruna","41-50",6
2012,"laliga","La Coruna","51-60",7
2012,"laliga","La Coruna","61-70",1
2012,"laliga","La Coruna","71-80",3
2012,"laliga","La Coruna","81-90",5
2012,"laliga","Levante","0-10",1
2012,"laliga","Levante","11-20",3
2012,"laliga","Levante","21-30",4
2012,"laliga","Levante","31-40",3
2012,"laliga","Levante","41-50",9
2012,"laliga","Levante","51-60",6
2012,"laliga","Levante","61-70",2
2012,"laliga","Levante","71-80",2
2012,"laliga","Levante","81-90",8
2012,"laliga","Malaga","0-10",3
2012,"laliga","Malaga","11-20",4
2012,"laliga","Malaga","21-30",5
2012,"laliga","Malaga","31-40",8
2012,"laliga","Malaga","41-50",8
2012,"laliga","Malaga","51-60",4
2012,"laliga","Malaga","61-70",4
2012,"laliga","Malaga","71-80",7
2012,"laliga","Malaga","81-90",9
2012,"laliga","Mallorca","0-10",4
2012,"laliga","Mallorca","11-20",7
2012,"laliga","Mallorca","21-30",6
2012,"laliga","Mallorca","31-40",3
2012,"laliga","Mallorca","41-50",3
2012,"laliga","Mallorca","51-60",4
2012,"laliga","Mallorca","61-70",4
2012,"laliga","Mallorca","71-80",3
2012,"laliga","Mallorca","81-90",9
2012,"laliga","Osasuna","0-10",4
2012,"laliga","Osasuna","11-20",2
2012,"laliga","Osasuna","21-30",4
2012,"laliga","Osasuna","41-50",2
2012,"laliga","Osasuna","51-60",4
2012,"laliga","Osasuna","61-70",6
2012,"laliga","Osasuna","71-80",5
2012,"laliga","Osasuna","81-90",6
2012,"laliga","Real Madryt","0-10",9
2012,"laliga","Real Madryt","11-20",7
2012,"laliga","Real Madryt","21-30",11
2012,"laliga","Real Madryt","31-40",12
2012,"laliga","Real Madryt","41-50",10
2012,"laliga","Real Madryt","51-60",10
2012,"laliga","Real Madryt","61-70",16
2012,"laliga","Real Madryt","71-80",9
2012,"laliga","Real Madryt","81-90",15
2012,"laliga","Real Sociedad","0-10",8
2012,"laliga","Real Sociedad","11-20",4
2012,"laliga","Real Sociedad","21-30",6
2012,"laliga","Real Sociedad","31-40",8
2012,"laliga","Real Sociedad","41-50",7
2012,"laliga","Real Sociedad","51-60",10
2012,"laliga","Real Sociedad","61-70",11
2012,"laliga","Real Sociedad","71-80",6
2012,"laliga","Real Sociedad","81-90",8
2012,"laliga","Sevilla","0-10",7
2012,"laliga","Sevilla","11-20",3
2012,"laliga","Sevilla","21-30",7
2012,"laliga","Sevilla","31-40",8
2012,"laliga","Sevilla","41-50",8
2012,"laliga","Sevilla","51-60",4
2012,"laliga","Sevilla","61-70",8
2012,"laliga","Sevilla","71-80",5
2012,"laliga","Sevilla","81-90",6
2012,"laliga","Valencia","0-10",6
2012,"laliga","Valencia","11-20",7
2012,"laliga","Valencia","21-30",9
2012,"laliga","Valencia","31-40",5
2012,"laliga","Valencia","41-50",6
2012,"laliga","Valencia","51-60",10
2012,"laliga","Valencia","61-70",3
2012,"laliga","Valencia","71-80",1
2012,"laliga","Valencia","81-90",18
2012,"laliga","Valladolid","0-10",7
2012,"laliga","Valladolid","11-20",5
2012,"laliga","Valladolid","21-30",4
2012,"laliga","Valladolid","31-40",4
2012,"laliga","Valladolid","41-50",6
2012,"laliga","Valladolid","51-60",3
2012,"laliga","Valladolid","61-70",4
2012,"laliga","Valladolid","71-80",6
2012,"laliga","Valladolid","81-90",9
2012,"laliga","Vallecano","0-10",7
2012,"laliga","Vallecano","11-20",7
2012,"laliga","Vallecano","21-30",2
2012,"laliga","Vallecano","31-40",2
2012,"laliga","Vallecano","41-50",1
2012,"laliga","Vallecano","51-60",9
2012,"laliga","Vallecano","61-70",4
2012,"laliga","Vallecano","71-80",6
2012,"laliga","Vallecano","81-90",11
2012,"laliga","Zaragoza","0-10",4
2012,"laliga","Zaragoza","11-20",4
2012,"laliga","Zaragoza","21-30",7
2012,"laliga","Zaragoza","31-40",4
2012,"laliga","Zaragoza","41-50",3
2012,"laliga","Zaragoza","51-60",3
2012,"laliga","Zaragoza","61-70",2
2012,"laliga","Zaragoza","71-80",3
2012,"laliga","Zaragoza","81-90",6
2012,"ligue-1","AC Ajaccio","0-10",4
2012,"ligue-1","AC Ajaccio","11-20",5
2012,"ligue-1","AC Ajaccio","21-30",2
2012,"ligue-1","AC Ajaccio","31-40",5
2012,"ligue-1","AC Ajaccio","41-50",4
2012,"ligue-1","AC Ajaccio","51-60",2
2012,"ligue-1","AC Ajaccio","61-70",3
2012,"ligue-1","AC Ajaccio","71-80",5
2012,"ligue-1","AC Ajaccio","81-90",7
2012,"ligue-1","Bastia","0-10",2
2012,"ligue-1","Bastia","11-20",5
2012,"ligue-1","Bastia","21-30",4
2012,"ligue-1","Bastia","31-40",5
2012,"ligue-1","Bastia","41-50",10
2012,"ligue-1","Bastia","51-60",4
2012,"ligue-1","Bastia","61-70",4
2012,"ligue-1","Bastia","71-80",6
2012,"ligue-1","Bastia","81-90",9
2012,"ligue-1","Bordeaux","0-10",1
2012,"ligue-1","Bordeaux","11-20",5
2012,"ligue-1","Bordeaux","21-30",3
2012,"ligue-1","Bordeaux","31-40",4
2012,"ligue-1","Bordeaux","41-50",3
2012,"ligue-1","Bordeaux","51-60",10
2012,"ligue-1","Bordeaux","61-70",3
2012,"ligue-1","Bordeaux","71-80",5
2012,"ligue-1","Bordeaux","81-90",5
2012,"ligue-1","Brest","0-10",2
2012,"ligue-1","Brest","11-20",6
2012,"ligue-1","Brest","31-40",1
2012,"ligue-1","Brest","41-50",2
2012,"ligue-1","Brest","61-70",5
2012,"ligue-1","Brest","71-80",5
2012,"ligue-1","Brest","81-90",10
2012,"ligue-1","Evian TG","0-10",3
2012,"ligue-1","Evian TG","11-20",4
2012,"ligue-1","Evian TG","21-30",4
2012,"ligue-1","Evian TG","31-40",4
2012,"ligue-1","Evian TG","41-50",5
2012,"ligue-1","Evian TG","51-60",6
2012,"ligue-1","Evian TG","61-70",3
2012,"ligue-1","Evian TG","71-80",9
2012,"ligue-1","Evian TG","81-90",6
2012,"ligue-1","Lille","0-10",5
2012,"ligue-1","Lille","11-20",3
2012,"ligue-1","Lille","21-30",3
2012,"ligue-1","Lille","31-40",7
2012,"ligue-1","Lille","41-50",12
2012,"ligue-1","Lille","51-60",7
2012,"ligue-1","Lille","61-70",5
2012,"ligue-1","Lille","71-80",7
2012,"ligue-1","Lille","81-90",7
2012,"ligue-1","Lorient","0-10",4
2012,"ligue-1","Lorient","11-20",5
2012,"ligue-1","Lorient","21-30",3
2012,"ligue-1","Lorient","31-40",7
2012,"ligue-1","Lorient","41-50",12
2012,"ligue-1","Lorient","51-60",3
2012,"ligue-1","Lorient","61-70",4
2012,"ligue-1","Lorient","71-80",6
2012,"ligue-1","Lorient","81-90",12
2012,"ligue-1","Lyon","0-10",4
2012,"ligue-1","Lyon","11-20",4
2012,"ligue-1","Lyon","21-30",10
2012,"ligue-1","Lyon","31-40",2
2012,"ligue-1","Lyon","41-50",4
2012,"ligue-1","Lyon","51-60",8
2012,"ligue-1","Lyon","61-70",7
2012,"ligue-1","Lyon","71-80",11
2012,"ligue-1","Lyon","81-90",9
2012,"ligue-1","Marsylia","11-20",5
2012,"ligue-1","Marsylia","21-30",1
2012,"ligue-1","Marsylia","31-40",6
2012,"ligue-1","Marsylia","41-50",6
2012,"ligue-1","Marsylia","51-60",5
2012,"ligue-1","Marsylia","61-70",4
2012,"ligue-1","Marsylia","71-80",4
2012,"ligue-1","Marsylia","81-90",9
2012,"ligue-1","Montpellier","0-10",1
2012,"ligue-1","Montpellier","11-20",7
2012,"ligue-1","Montpellier","21-30",2
2012,"ligue-1","Montpellier","31-40",7
2012,"ligue-1","Montpellier","41-50",6
2012,"ligue-1","Montpellier","51-60",9
2012,"ligue-1","Montpellier","61-70",8
2012,"ligue-1","Montpellier","71-80",6
2012,"ligue-1","Montpellier","81-90",6
2012,"ligue-1","Nancy","0-10",4
2012,"ligue-1","Nancy","11-20",1
2012,"ligue-1","Nancy","21-30",5
2012,"ligue-1","Nancy","31-40",8
2012,"ligue-1","Nancy","41-50",5
2012,"ligue-1","Nancy","51-60",1
2012,"ligue-1","Nancy","61-70",3
2012,"ligue-1","Nancy","71-80",7
2012,"ligue-1","Nancy","81-90",4
2012,"ligue-1","Nice","0-10",1
2012,"ligue-1","Nice","11-20",4
2012,"ligue-1","Nice","21-30",3
2012,"ligue-1","Nice","31-40",4
2012,"ligue-1","Nice","41-50",9
2012,"ligue-1","Nice","51-60",9
2012,"ligue-1","Nice","61-70",6
2012,"ligue-1","Nice","71-80",6
2012,"ligue-1","Nice","81-90",15
2012,"ligue-1","PSG","0-10",6
2012,"ligue-1","PSG","11-20",3
2012,"ligue-1","PSG","21-30",7
2012,"ligue-1","PSG","31-40",8
2012,"ligue-1","PSG","41-50",5
2012,"ligue-1","PSG","51-60",6
2012,"ligue-1","PSG","61-70",11
2012,"ligue-1","PSG","71-80",7
2012,"ligue-1","PSG","81-90",13
2012,"ligue-1","Reims","0-10",4
2012,"ligue-1","Reims","11-20",2
2012,"ligue-1","Reims","21-30",2
2012,"ligue-1","Reims","31-40",5
2012,"ligue-1","Reims","41-50",1
2012,"ligue-1","Reims","51-60",2
2012,"ligue-1","Reims","61-70",6
2012,"ligue-1","Reims","71-80",5
2012,"ligue-1","Reims","81-90",3
2012,"ligue-1","Rennes","0-10",3
2012,"ligue-1","Rennes","11-20",3
2012,"ligue-1","Rennes","21-30",5
2012,"ligue-1","Rennes","31-40",6
2012,"ligue-1","Rennes","41-50",5
2012,"ligue-1","Rennes","51-60",7
2012,"ligue-1","Rennes","61-70",5
2012,"ligue-1","Rennes","71-80",6
2012,"ligue-1","Rennes","81-90",8
2012,"ligue-1","Sochaux","0-10",2
2012,"ligue-1","Sochaux","11-20",4
2012,"ligue-1","Sochaux","21-30",2
2012,"ligue-1","Sochaux","31-40",4
2012,"ligue-1","Sochaux","41-50",4
2012,"ligue-1","Sochaux","51-60",6
2012,"ligue-1","Sochaux","61-70",5
2012,"ligue-1","Sochaux","71-80",4
2012,"ligue-1","Sochaux","81-90",8
2012,"ligue-1","St. Etienne","0-10",6
2012,"ligue-1","St. Etienne","11-20",5
2012,"ligue-1","St. Etienne","21-30",12
2012,"ligue-1","St. Etienne","31-40",2
2012,"ligue-1","St. Etienne","41-50",9
2012,"ligue-1","St. Etienne","51-60",2
2012,"ligue-1","St. Etienne","61-70",5
2012,"ligue-1","St. Etienne","71-80",10
2012,"ligue-1","St. Etienne","81-90",6
2012,"ligue-1","Toulouse","0-10",2
2012,"ligue-1","Toulouse","11-20",5
2012,"ligue-1","Toulouse","21-30",8
2012,"ligue-1","Toulouse","31-40",4
2012,"ligue-1","Toulouse","41-50",5
2012,"ligue-1","Toulouse","51-60",5
2012,"ligue-1","Toulouse","61-70",1
2012,"ligue-1","Toulouse","71-80",5
2012,"ligue-1","Toulouse","81-90",12
2012,"ligue-1","Troyes","0-10",3
2012,"ligue-1","Troyes","11-20",4
2012,"ligue-1","Troyes","21-30",5
2012,"ligue-1","Troyes","31-40",8
2012,"ligue-1","Troyes","41-50",5
2012,"ligue-1","Troyes","51-60",4
2012,"ligue-1","Troyes","61-70",4
2012,"ligue-1","Troyes","71-80",3
2012,"ligue-1","Troyes","81-90",7
2012,"ligue-1","Valenciennes","0-10",3
2012,"ligue-1","Valenciennes","11-20",11
2012,"ligue-1","Valenciennes","21-30",3
2012,"ligue-1","Valenciennes","31-40",6
2012,"ligue-1","Valenciennes","41-50",1
2012,"ligue-1","Valenciennes","51-60",4
2012,"ligue-1","Valenciennes","61-70",3
2012,"ligue-1","Valenciennes","71-80",6
2012,"ligue-1","Valenciennes","81-90",8
2012,"premier-league","Arsenal","0-10",4
2012,"premier-league","Arsenal","11-20",5
2012,"premier-league","Arsenal","21-30",5
2012,"premier-league","Arsenal","31-40",6
2012,"premier-league","Arsenal","41-50",7
2012,"premier-league","Arsenal","51-60",11
2012,"premier-league","Arsenal","61-70",9
2012,"premier-league","Arsenal","71-80",8
2012,"premier-league","Arsenal","81-90",14
2012,"premier-league","Aston Villa","0-10",4
2012,"premier-league","Aston Villa","11-20",3
2012,"premier-league","Aston Villa","21-30",4
2012,"premier-league","Aston Villa","31-40",7
2012,"premier-league","Aston Villa","41-50",6
2012,"premier-league","Aston Villa","51-60",8
2012,"premier-league","Aston Villa","61-70",2
2012,"premier-league","Aston Villa","71-80",6
2012,"premier-league","Aston Villa","81-90",7
2012,"premier-league","Chelsea","0-10",5
2012,"premier-league","Chelsea","11-20",10
2012,"premier-league","Chelsea","21-30",8
2012,"premier-league","Chelsea","31-40",6
2012,"premier-league","Chelsea","41-50",11
2012,"premier-league","Chelsea","51-60",7
2012,"premier-league","Chelsea","61-70",8
2012,"premier-league","Chelsea","71-80",7
2012,"premier-league","Chelsea","81-90",9
2012,"premier-league","Everton","0-10",4
2012,"premier-league","Everton","11-20",6
2012,"premier-league","Everton","21-30",7
2012,"premier-league","Everton","31-40",8
2012,"premier-league","Everton","41-50",5
2012,"premier-league","Everton","51-60",8
2012,"premier-league","Everton","61-70",3
2012,"premier-league","Everton","71-80",5
2012,"premier-league","Everton","81-90",7
2012,"premier-league","Fulham","0-10",6
2012,"premier-league","Fulham","11-20",2
2012,"premier-league","Fulham","21-30",5
2012,"premier-league","Fulham","31-40",6
2012,"premier-league","Fulham","41-50",4
2012,"premier-league","Fulham","51-60",4
2012,"premier-league","Fulham","61-70",7
2012,"premier-league","Fulham","71-80",3
2012,"premier-league","Fulham","81-90",8
2012,"premier-league","Liverpool","0-10",6
2012,"premier-league","Liverpool","11-20",7
2012,"premier-league","Liverpool","21-30",7
2012,"premier-league","Liverpool","31-40",7
2012,"premier-league","Liverpool","41-50",9
2012,"premier-league","Liverpool","51-60",12
2012,"premier-league","Liverpool","61-70",6
2012,"premier-league","Liverpool","71-80",7
2012,"premier-league","Liverpool","81-90",5
2012,"premier-league","Manchester City","0-10",6
2012,"premier-league","Manchester City","11-20",1
2012,"premier-league","Manchester City","21-30",4
2012,"premier-league","Manchester City","31-40",8
2012,"premier-league","Manchester City","41-50",8
2012,"premier-league","Manchester City","51-60",7
2012,"premier-league","Manchester City","61-70",10
2012,"premier-league","Manchester City","71-80",10
2012,"premier-league","Manchester City","81-90",11
2012,"premier-league","Manchester Utd","0-10",8
2012,"premier-league","Manchester Utd","11-20",11
2012,"premier-league","Manchester Utd","21-30",10
2012,"premier-league","Manchester Utd","31-40",6
2012,"premier-league","Manchester Utd","41-50",7
2012,"premier-league","Manchester Utd","51-60",9
2012,"premier-league","Manchester Utd","61-70",9
2012,"premier-league","Manchester Utd","71-80",8
2012,"premier-league","Manchester Utd","81-90",12
2012,"premier-league","Newcastle","0-10",4
2012,"premier-league","Newcastle","11-20",4
2012,"premier-league","Newcastle","21-30",2
2012,"premier-league","Newcastle","31-40",5
2012,"premier-league","Newcastle","41-50",6
2012,"premier-league","Newcastle","51-60",5
2012,"premier-league","Newcastle","61-70",5
2012,"premier-league","Newcastle","71-80",4
2012,"premier-league","Newcastle","81-90",8
2012,"premier-league","Norwich","0-10",1
2012,"premier-league","Norwich","11-20",6
2012,"premier-league","Norwich","21-30",4
2012,"premier-league","Norwich","31-40",4
2012,"premier-league","Norwich","41-50",3
2012,"premier-league","Norwich","51-60",6
2012,"premier-league","Norwich","61-70",5
2012,"premier-league","Norwich","71-80",4
2012,"premier-league","Norwich","81-90",7
2012,"premier-league","QPR","0-10",1
2012,"premier-league","QPR","11-20",5
2012,"premier-league","QPR","21-30",2
2012,"premier-league","QPR","31-40",3
2012,"premier-league","QPR","41-50",3
2012,"premier-league","QPR","51-60",5
2012,"premier-league","QPR","61-70",4
2012,"premier-league","QPR","71-80",4
2012,"premier-league","QPR","81-90",3
2012,"premier-league","Reading","0-10",4
2012,"premier-league","Reading","11-20",3
2012,"premier-league","Reading","21-30",4
2012,"premier-league","Reading","31-40",2
2012,"premier-league","Reading","41-50",1
2012,"premier-league","Reading","51-60",4
2012,"premier-league","Reading","61-70",4
2012,"premier-league","Reading","71-80",6
2012,"premier-league","Reading","81-90",13
2012,"premier-league","Southampton","0-10",7
2012,"premier-league","Southampton","11-20",1
2012,"premier-league","Southampton","21-30",4
2012,"premier-league","Southampton","31-40",7
2012,"premier-league","Southampton","41-50",4
2012,"premier-league","Southampton","51-60",7
2012,"premier-league","Southampton","61-70",7
2012,"premier-league","Southampton","71-80",5
2012,"premier-league","Southampton","81-90",4
2012,"premier-league","Stoke","0-10",3
2012,"premier-league","Stoke","11-20",5
2012,"premier-league","Stoke","21-30",2
2012,"premier-league","Stoke","31-40",3
2012,"premier-league","Stoke","41-50",5
2012,"premier-league","Stoke","51-60",3
2012,"premier-league","Stoke","61-70",3
2012,"premier-league","Stoke","71-80",4
2012,"premier-league","Stoke","81-90",5
2012,"premier-league","Sunderland","0-10",2
2012,"premier-league","Sunderland","11-20",3
2012,"premier-league","Sunderland","21-30",5
2012,"premier-league","Sunderland","31-40",5
2012,"premier-league","Sunderland","41-50",8
2012,"premier-league","Sunderland","51-60",2
2012,"premier-league","Sunderland","61-70",6
2012,"premier-league","Sunderland","71-80",5
2012,"premier-league","Sunderland","81-90",3
2012,"premier-league","Swansea","0-10",4
2012,"premier-league","Swansea","11-20",4
2012,"premier-league","Swansea","21-30",2
2012,"premier-league","Swansea","31-40",3
2012,"premier-league","Swansea","41-50",5
2012,"premier-league","Swansea","51-60",7
2012,"premier-league","Swansea","61-70",6
2012,"premier-league","Swansea","71-80",8
2012,"premier-league","Swansea","81-90",8
2012,"premier-league","Tottenham","0-10",7
2012,"premier-league","Tottenham","11-20",6
2012,"premier-league","Tottenham","21-30",2
2012,"premier-league","Tottenham","31-40",4
2012,"premier-league","Tottenham","41-50",3
2012,"premier-league","Tottenham","51-60",9
2012,"premier-league","Tottenham","61-70",6
2012,"premier-league","Tottenham","71-80",16
2012,"premier-league","Tottenham","81-90",9
2012,"premier-league","West Brom","0-10",3
2012,"premier-league","West Brom","11-20",1
2012,"premier-league","West Brom","21-30",4
2012,"premier-league","West Brom","31-40",5
2012,"premier-league","West Brom","41-50",8
2012,"premier-league","West Brom","51-60",4
2012,"premier-league","West Brom","61-70",7
2012,"premier-league","West Brom","71-80",5
2012,"premier-league","West Brom","81-90",13
2012,"premier-league","West Ham","0-10",3
2012,"premier-league","West Ham","11-20",4
2012,"premier-league","West Ham","21-30",7
2012,"premier-league","West Ham","31-40",5
2012,"premier-league","West Ham","41-50",6
2012,"premier-league","West Ham","51-60",2
2012,"premier-league","West Ham","61-70",3
2012,"premier-league","West Ham","71-80",4
2012,"premier-league","West Ham","81-90",9
2012,"premier-league","Wigan","0-10",4
2012,"premier-league","Wigan","11-20",4
2012,"premier-league","Wigan","21-30",2
2012,"premier-league","Wigan","31-40",1
2012,"premier-league","Wigan","41-50",10
2012,"premier-league","Wigan","51-60",9
2012,"premier-league","Wigan","61-70",3
2012,"premier-league","Wigan","71-80",4
2012,"premier-league","Wigan","81-90",8
2012,"serie-a","AC Milan","0-10",3
2012,"serie-a","AC Milan","11-20",4
2012,"serie-a","AC Milan","21-30",6
2012,"serie-a","AC Milan","31-40",5
2012,"serie-a","AC Milan","41-50",5
2012,"serie-a","AC Milan","51-60",8
2012,"serie-a","AC Milan","61-70",8
2012,"serie-a","AC Milan","71-80",10
2012,"serie-a","AC Milan","81-90",15
2012,"serie-a","AS Roma","0-10",6
2012,"serie-a","AS Roma","11-20",12
2012,"serie-a","AS Roma","21-30",8
2012,"serie-a","AS Roma","31-40",4
2012,"serie-a","AS Roma","41-50",4
2012,"serie-a","AS Roma","51-60",8
2012,"serie-a","AS Roma","61-70",8
2012,"serie-a","AS Roma","71-80",7
2012,"serie-a","AS Roma","81-90",14
2012,"serie-a","Atalanta","0-10",8
2012,"serie-a","Atalanta","11-20",1
2012,"serie-a","Atalanta","21-30",1
2012,"serie-a","Atalanta","31-40",4
2012,"serie-a","Atalanta","41-50",3
2012,"serie-a","Atalanta","51-60",4
2012,"serie-a","Atalanta","61-70",7
2012,"serie-a","Atalanta","71-80",6
2012,"serie-a","Atalanta","81-90",4
2012,"serie-a","Bologna","0-10",4
2012,"serie-a","Bologna","11-20",6
2012,"serie-a","Bologna","21-30",3
2012,"serie-a","Bologna","31-40",2
2012,"serie-a","Bologna","41-50",7
2012,"serie-a","Bologna","51-60",6
2012,"serie-a","Bologna","61-70",4
2012,"serie-a","Bologna","71-80",5
2012,"serie-a","Bologna","81-90",8
2012,"serie-a","Cagliari","0-10",2
2012,"serie-a","Cagliari","11-20",6
2012,"serie-a","Cagliari","21-30",2
2012,"serie-a","Cagliari","31-40",2
2012,"serie-a","Cagliari","41-50",4
2012,"serie-a","Cagliari","51-60",4
2012,"serie-a","Cagliari","61-70",5
2012,"serie-a","Cagliari","71-80",8
2012,"serie-a","Cagliari","81-90",8
2012,"serie-a","Catania","0-10",5
2012,"serie-a","Catania","11-20",3
2012,"serie-a","Catania","21-30",5
2012,"serie-a","Catania","31-40",1
2012,"serie-a","Catania","41-50",6
2012,"serie-a","Catania","51-60",5
2012,"serie-a","Catania","61-70",14
2012,"serie-a","Catania","71-80",4
2012,"serie-a","Catania","81-90",7
2012,"serie-a","Chievo","0-10",1
2012,"serie-a","Chievo","11-20",4
2012,"serie-a","Chievo","21-30",3
2012,"serie-a","Chievo","31-40",4
2012,"serie-a","Chievo","41-50",4
2012,"serie-a","Chievo","51-60",3
2012,"serie-a","Chievo","61-70",3
2012,"serie-a","Chievo","71-80",4
2012,"serie-a","Chievo","81-90",11
2012,"serie-a","Fiorentina","0-10",5
2012,"serie-a","Fiorentina","11-20",12
2012,"serie-a","Fiorentina","21-30",6
2012,"serie-a","Fiorentina","31-40",7
2012,"serie-a","Fiorentina","41-50",13
2012,"serie-a","Fiorentina","51-60",4
2012,"serie-a","Fiorentina","61-70",6
2012,"serie-a","Fiorentina","71-80",8
2012,"serie-a","Fiorentina","81-90",9
2012,"serie-a","Genoa","0-10",3
2012,"serie-a","Genoa","11-20",4
2012,"serie-a","Genoa","21-30",5
2012,"serie-a","Genoa","31-40",3
2012,"serie-a","Genoa","41-50",2
2012,"serie-a","Genoa","51-60",7
2012,"serie-a","Genoa","61-70",3
2012,"serie-a","Genoa","71-80",7
