"id_rok","I","II","III","IV","V","VI","VII","VIII","IX","X","XI","XII"
"2019","","","","","","","","","","","",""
"2020","103,2","102,4","101,5","78,9","78,7","101,4","101,7","101,3","104,8","104,5","112,4","113,3"
"2021","100,6","107,2","120,0","143,8","138,3","128,4","111,6","117,5","107,6","100,7","112,1","114,4"
"2022","107,3","103,5","106,8","105,6","105,7","102,7","100,1","107,7","109,0","107,0","98,4","100,6"
"2023","103,5","100,2","96,4","96,0","101,8","95,3","109,1","102,2","96,8","100,7","107,2","90,0"
"2024","103,3","107,2","96,6","110,4","99,2","112,0","102,2","100,8","105,4","108,4","96,2","99,9"
"2025","108,7","","","","","","","","","","",""
