"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2006","204",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2007","196",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2008","132",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2009","98",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2010","79",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2011","101",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2012","87",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2013","81",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2014","78",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2015","67",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2016","71",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2017","48",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2018","67",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2019","52",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2020","59",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2021","55",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","233","EST","Estonia","2022","..",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2005","379",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2006","336",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2007","380",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2008","344",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2009","279",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2010","272",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2011","292",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2012","255",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2013","258",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2014","229",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2015","270",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2016","258",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2017","238",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2018","239",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2019","211",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2020","223",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2021","225",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","246","FIN","Finland","2022","..",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2005","5318",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2006","4709",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2007","4620",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2008","4275",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2009","4273",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2010","3992",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2011","3963",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2012","3653",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2013","3268",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2014","3384",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2015","3459",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2016","3471",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2017","3444",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2018","3246",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2019","3237",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2020","2538",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2021","2931",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","250","FRA","France","2022","..",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2005","581",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2006","675",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2007","737",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2008","867",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2009","741",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2010","685",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2011","526",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2012","605",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2013","514",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2014","511",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2015","602",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2016","581",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2017","517",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2018","459",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2019","481",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2020","450",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2021","449",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","268","GEO","Georgia","2022","430",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2005","5361",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2006","5091",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2007","4949",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2008","4477",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2009","4152",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2010","3648",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2011","4009",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2012","3600",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2013","3339",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2014","3377",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2015","3459",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2016","3206",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2017","3180",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2018","3275",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2019","3046",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2020","2719",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2021","2562",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","276","DEU","Germany","2022","..",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2005","1658",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2006","1657",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2007","1612",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2008","1553",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2009","1456",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2010","1258",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2011","1141",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2012","988",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2013","879",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2014","795",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2015","793",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2016","824",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2017","731",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2018","700",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2019","688",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2020","584",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2021","624",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","300","GRC","Greece","2022","..",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2005","1278",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2006","1303",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2007","1232",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2008","996",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2009","822",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2010","740",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2011","638",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2012","605",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2013","591",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2014","626",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2015","644",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2016","607",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2017","625",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2018","633",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2019","602",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2020","460",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2021","544",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","348","HUN","Hungary","2022","..",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2005","19",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2006","31",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2007","15",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2008","12",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2009","17",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2010","8",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2011","12",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2012","9",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2013","15",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2014","4",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2015","16",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2016","18",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2017","16",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2018","18",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2019","6",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2020","8",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2021","9",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","352","ISL","Iceland","2022","9",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2005","400",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2006","365",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2007","338",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2008","280",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2009","238",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2010","212",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2011","186",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2012","163",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2013","188",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2014","192",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2015","162",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2016","182",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2017","154",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2018","135",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2019","140",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2020","146",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2021","137",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","372","IRL","Ireland","2022","..",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2005","465",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2006","439",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2007","415",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2008","433",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2009","346",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2010","375",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2011","382",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2012","290",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2013","309",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2014","319",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2015","356",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2016","377",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2017","364",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2018","316",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2019","355",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2020","305",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2021","364",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","376","ISR","Israel","2022","351",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2005","5818",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2006","5669",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2007","5131",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2008","4725",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2009","4237",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2010","4114",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2011","3860",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2012","3753",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2013","3401",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2014","3381",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2015","3428",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2016","3283",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2017","3378",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2018","3334",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2019","3173",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2020","2395",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2021","2875",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","380","ITA","Italy","2022","..",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2005","3374",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2006","4271",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2007","4365",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2008","3351",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2009","2898",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2010","2797",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2011","2449",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2012","3022",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2013","3037",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2014","2585",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2015","2453",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2016","2390",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2017","2086",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2018","2096",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2019","2405",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2020","1997",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2021","2270",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","398","KAZ","Kazakhstan","2022","2425",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2005","893",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2006","1051",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2007","1252",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2008","1138",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2009","1005",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2010","985",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2011","942",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2012","1069",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2013","1220",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2014","1022",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2015","1060",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2016","938",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2017","907",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2018","716",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2019","760",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2020","754",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2021","868",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","417","KGZ","Kyrgyzstan","2022","690",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2005","442",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2006","407",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2007","419",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2008","316",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2009","254",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2010","218",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2011","179",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2012","177",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2013","179",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2014","212",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2015","188",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2016","158",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2017","136",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2018","148",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2019","132",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2020","139",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2021","147",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","428","LVA","Latvia","2022","..",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","438","LIE","Liechtenstein","2005","2",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","438","LIE","Liechtenstein","2006","0",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","438","LIE","Liechtenstein","2007","0",
"40","Number of fatalities in road traffic accidents","Fatalities in road traffic accidents","Persons","438","LIE","Liechtenstein","2008","1",
