Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7wuJGgpTNzbUyn26IOY6rj,"Total Eclipse of the Heart","The Very Best of Bonnie Tyler","Bonnie Tyler",2009-03-26,267360,83,,1970-01-01T00:00:00Z,"","Sony Music UK",0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,4
spotify:track:66vUuzBvVOfMjWnsABs0jm,"More","Youngblood (Deluxe)","5 Seconds of Summer",2018-06-15,194128,56,,1970-01-01T00:00:00Z,"","Capitol",0.576,0.863,7,-3.613,1,0.0373,0.000958,0,0.0989,0.181,92.04,4
spotify:track:1Xi84slp6FryDSCbzq4UCD,"Arcade","Arcade","Duncan Laurence",2019-03-07,183624,78,,1970-01-01T00:00:00Z,"","Universal Music, a division of Universal International Music BV",0.459,0.331,9,-12.603,0,0.0421,0.817,0.00104,0.135,0.271,72.023,3
spotify:track:57AlxjJrWpWg0vF7eGksir,"Start Over (feat. NF)","Royal Flush","FLAME,NF",2013-10-01,196013,66,,1970-01-01T00:00:00Z,"chrześcijański hip-hop,chrześcijaństwo","Clear Sight Music",0.704,0.756,9,-3.922,0,0.14,0.0627,0,0.114,0.447,136.024,4
spotify:track:0IiNfOoR2hkB0FznzscP5T,"Ale jazz!","Irenka","sanah,Vito Bambino",2021-05-06,187484,57,,1970-01-01T00:00:00Z,"","Magic Records",0.674,0.635,0,-6.119,0,0.0818,0.383,0.0112,0.108,0.912,205.995,4
spotify:track:7GUXCcefpjIod42MCMBxWk,"Why Should I Fear?","Of the Land","Of the Land",2017-09-01,462512,0,,1970-01-01T00:00:00Z,"folk chrześcijański,worship","Of the Land",0.375,0.225,2,-14.276,1,0.0326,0.613,0.00237,0.108,0.11,71.027,4
spotify:track:3VgpoGvUHhdiIvwjqMMacc,"Rockstar","Rockstar","White 2115",2018-08-31,189853,0,,1970-01-01T00:00:00Z,"","SBM Label",0.712,0.804,3,-5.816,1,0.25,0.452,0,0.108,0.731,162.763,4
spotify:track:3nKRYKbGxhzv4BbwlLOcWU,"Mansion","Mansion","NF,Fleurie",2015-03-31,323266,64,,1970-01-01T00:00:00Z,"chrześcijański hip-hop","Capitol CMG Label Group",0.446,0.84,10,-4.539,0,0.313,0.567,0,0.0967,0.433,150.686,4
spotify:track:77D8ROc0lMXtforsXK7Lou,"Oczy","Irenka","sanah",2021-05-06,230361,54,,1970-01-01T00:00:00Z,"","Magic Records",0.57,0.507,3,-7.81,0,0.029,0.439,0,0.119,0.373,139.948,4
spotify:track:1v1oIWf2Xgh54kIWuKsDf6,"Runaway","All My Demons Greeting Me As A Friend (Deluxe)","AURORA",2016-03-11,248826,80,,1970-01-01T00:00:00Z,"norweski pop,art pop","Decca (UMO)",0.422,0.302,11,-9.214,1,0.0372,0.629,0.0000783,0.104,0.123,114.089,4
spotify:track:7yR6EHEi222OpwRQgMq6EH,"Znowu wieje wiatr (SBM Label x Żywiec Jasne Lekkie)","Znowu wieje wiatr (SBM Label x Żywiec Jasne Lekkie)","White 2115,Solar,Lanek,Jan-Rapowanie",2021-07-30,243501,0,,1970-01-01T00:00:00Z,"","SBM Label",0.556,0.681,0,-7.578,0,0.0465,0.402,0.00000112,0.144,0.462,138.168,4
spotify:track:0RoA7ObU6phWpqhlC9zH4Z,"A Million Dreams","The Greatest Showman (Original Motion Picture Soundtrack)","Ziv Zaifman,Hugh Jackman,Michelle Williams",2017-12-08,269453,77,,1970-01-01T00:00:00Z,"musicale","Atlantic Records",0.265,0.312,7,-11.689,1,0.0569,0.243,0,0.0893,0.0998,54.747,3
spotify:track:5mapqrhN9e5oJX1zjPleEJ,"Avatar: The Last Airbender Theme","Avatar: The Last Airbender (Epic Collection)","Samuel Kim",2020-05-22,196473,1,,1970-01-01T00:00:00Z,"anime","© Samuel Kim Music",0.184,0.787,5,-7.174,0,0.135,0.28,0.635,0.106,0.288,84.728,4
spotify:track:1eKvw144NYPlDjR0wQoGLW,"Where's My Love - Acoustic","Where's My Love","SYML",2017-07-07,239880,0,,1970-01-01T00:00:00Z,"","Nettwerk Records",0.554,0.225,3,-11.324,1,0.0281,0.892,0.0321,0.107,0.221,104.007,4
spotify:track:30OnKqCINi9fRJyQTEZeDz,"Będzie Lepiej","Będzie Lepiej","Miyo,Tymek,Mafia Mike",2019-08-12,185084,61,,1970-01-01T00:00:00Z,"","Sony Music Entertainment",0.763,0.799,1,-6.034,1,0.0471,0.322,0.00105,0.146,0.773,117.97,4
spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,"505","Favourite Worst Nightmare","Arctic Monkeys",2007-04-22,253586,89,,1970-01-01T00:00:00Z,"indie,garage rock","Domino Recording Co",0.526,0.866,0,-5.822,1,0.0568,0.00287,0.0000778,0.0945,0.248,140.266,4
spotify:track:3uegDoaCj8IcNAaW3AoZUX,"High","CALM","5 Seconds of Summer",2020-03-27,178261,54,,1970-01-01T00:00:00Z,"","5 Seconds Of Summer/Interscope",0.47,0.585,2,-3.051,1,0.0391,0.784,0,0.155,0.597,169.614,4
spotify:track:5kcvBnt6DPX3AMEsCx1qDh,"Happiest Year","Happiest Year","Jaymes Young",2019-07-12,228442,1,,1970-01-01T00:00:00Z,"","Please Rewind/Atlantic",0.501,0.167,1,-14.061,1,0.0484,0.885,0,0.111,0.356,112.275,3
spotify:track:4DVPJXPqKLIon9BHklap1w,"LECI NOWY FUTURE","POCZTÓWKA Z WWA, LATO '19","Taco Hemingway",2019-07-24,219293,0,,1970-01-01T00:00:00Z,"","Taco Corp",0.713,0.769,0,-6.613,0,0.0478,0.624,0.0000482,0.296,0.876,150.027,4
spotify:track:6Up545NUflOiXo8cEraH49,"You Say","Look Up Child","Lauren Daigle",2018-09-07,274693,77,,1970-01-01T00:00:00Z,"chrześcijaństwo,worship,ccm,chrześcijański pop","Centricity Music/Warner Records",0.494,0.632,5,-6.89,1,0.0342,0.682,0,0.0869,0.0797,147.873,4
spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,"It's My Life","Crush","Bon Jovi",2000-01-01,224493,84,,1970-01-01T00:00:00Z,"glam metal,rock","Island Records",0.551,0.914,0,-4.063,0,0.0465,0.0263,0.0000135,0.347,0.543,119.994,4
spotify:track:7kOUIh9MHDbBjKqgLdM8q7,"Balance","Balance","Katherine Lynn-Rose",2021-05-01,465600,28,,1970-01-01T00:00:00Z,"","Spotlight Records",0.36,0.322,10,-14.314,0,0.0327,0.613,0.0000207,0.0992,0.207,99.78,4
spotify:track:6lfg5PabZsH0WAMzllXWLK,"ten Stan","Irenka","sanah",2021-05-06,225948,56,,1970-01-01T00:00:00Z,"","Magic Records",0.736,0.288,9,-10.813,1,0.0419,0.834,0.000133,0.302,0.484,111.977,4
spotify:track:6ADSaE87h8Y3lccZlBJdXH,"With Or Without You","The Joshua Tree (Super Deluxe)","U2",1987-03-03,295515,83,,1970-01-01T00:00:00Z,"rock","UMC (Universal Music Catalogue)",0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,4
spotify:track:6vaVoHnH22Mfiij3VwWuvQ,"Głupi byt","Szprycer","Taco Hemingway",2017-08-25,250106,0,,1970-01-01T00:00:00Z,"","Taco Corp",0.834,0.523,2,-8.895,0,0.212,0.192,0.00000473,0.103,0.344,109.963,4
spotify:track:1a0PcmEJAOEp4ZT3YtSLkM,"Through the Dark","Midnight Memories (Deluxe)","One Direction",2013-11-25,221733,65,,1970-01-01T00:00:00Z,"","Syco Music",0.568,0.691,9,-5.225,1,0.0306,0.188,0,0.0861,0.396,131.007,4
spotify:track:19yD0Yreis6m4FFdfvCSJZ,"Morgan","Rockstar: Do zachodu słońca","White 2115",2020-08-28,194306,1,,1970-01-01T00:00:00Z,"","SBM Label",0.705,0.714,0,-6.166,1,0.0699,0.411,0.00000801,0.852,0.646,150.053,4
spotify:track:37oU0liybMY8aI9u6QMVM9,"Inside of Love","Let Go","Nada Surf",2002,298533,52,,1970-01-01T00:00:00Z,"power pop","Mardev",0.394,0.737,9,-7.119,1,0.029,0.0248,0,0.108,0.438,178.327,4
spotify:track:3IkWmgGsXbsafrunwPojXO,"From Now On","The Greatest Showman (Original Motion Picture Soundtrack)","Hugh Jackman,The Greatest Showman Ensemble",2017-12-08,349560,76,,1970-01-01T00:00:00Z,"musicale","Atlantic Records",0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,4
spotify:track:0qi4b1l0eT3jpzeNHeFXDT,"Just Can't Get Enough","Speak and Spell (Deluxe)","Depeche Mode",1981-11-02,220893,77,,1970-01-01T00:00:00Z,"nowa fala,synthpop,darkwave","Venusnote Ltd.",0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.919,128.168,4
spotify:track:4cG7HUWYHBV6R6tHn1gxrl,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]","Riton,Nightcrawlers,Mufasa & Hypeman,Mufasa,Dopamine",2021-01-15,169153,79,,1970-01-01T00:00:00Z,"house","Ministry of Sound Recordings",0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4
spotify:track:68RI4I6SKm57SxjG06OYvN,"The Wisp Sings","The Wisp Sings","Winter Aid",2013-11-11,313252,2,,1970-01-01T00:00:00Z,"","Bluestack Records",0.521,0.0889,4,-19.457,1,0.0507,0.988,0.182,0.0965,0.0479,115.43,4
spotify:track:2yjSMIxii1fcnrf1R9tU4g,"TOKYO2020","ROMANTIC PSYCHO","Quebonafide,Taco Hemingway",2020-04-02,193746,0,,1970-01-01T00:00:00Z,"","QueQuality",0.921,0.518,8,-9.322,0,0.232,0.0486,0.0000102,0.149,0.606,130.004,4
spotify:track:2f0pn9DkEJwAzXApnFh5cr,"Someone To You","Where The Shadow Ends","BANNERS",2019-10-04,219801,78,,1970-01-01T00:00:00Z,"","Island Records",0.52,0.903,2,-5.497,1,0.042,0.00517,0,0.254,0.652,74.988,4
spotify:track:5hfJcAXpOVb65HtYqgtoE4,"Kiss cam (podryw roku)","Kiss cam (podryw roku)","Mata,Pedro,francis",2021-06-21,170508,1,,1970-01-01T00:00:00Z,"","SBM Label",0.782,0.657,4,-7.561,1,0.164,0.26,0,0.131,0.568,88.542,4
spotify:track:4ylWMuGbMXNDgDd8lErEle,"The Greatest Show","The Greatest Showman (Original Motion Picture Soundtrack)","Hugh Jackman,Keala Settle,Zac Efron,Zendaya,The Greatest Showman Ensemble",2017-12-08,302146,74,,1970-01-01T00:00:00Z,"musicale","Atlantic Records",0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,4
spotify:track:4TFKJpEEwdRCYkNoANmuqt,"Amerykańskie Teledyski","OIO","Oki,Young Igi,Otsochodzi,OIO,Kubi Producent",2021-05-06,196200,58,,1970-01-01T00:00:00Z,"","2020",0.689,0.654,10,-5.758,0,0.37,0.303,0,0.113,0.718,180.019,4
spotify:track:4sqIBV3ukQDqRr8Me2nvQb,"Across The Overpass","The Solids","The Solids",2008-01-24,245626,28,,1970-01-01T00:00:00Z,"","The Solids",0.314,0.469,0,-9.104,1,0.03,0.00569,0.0000838,0.225,0.261,171.546,4
spotify:track:7hDVYcQq6MxkdJGweuCtl9,"ocean eyes","dont smile at me","Billie Eilish",2017-12-22,200379,86,,1970-01-01T00:00:00Z,"","Darkroom",0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,4
spotify:track:7yq4Qj7cqayVTp3FF9CWbm,"Riptide","Dream Your Life Away","Vance Joy",2014-09-08,204280,84,,1970-01-01T00:00:00Z,"folk-pop","F-Stop Records/Atlantic",0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4
spotify:track:2nFaT0t36H6UX3wN3Vxvjm,"California","Rockstar","White 2115",2018-08-31,192760,2,,1970-01-01T00:00:00Z,"","SBM Label",0.682,0.675,2,-8.29,1,0.0486,0.251,0.00000399,0.257,0.617,134.974,4
spotify:track:0xwpK0H2aL5YxREvcNw4Pe,"Szampan","Królowa dram","sanah",2020-05-08,200086,58,,1970-01-01T00:00:00Z,"","Universal Music Polska Sp. z o.o. (Magic Records)",0.684,0.676,1,-6.669,0,0.0268,0.0159,0,0.272,0.674,129.977,4
spotify:track:2qPSa6HXjzwa9sLhNGpA1T,"Home","Home","Edith Whiskers",2020-10-16,195358,72,,1970-01-01T00:00:00Z,"","Tinpot Records",0.725,0.199,2,-12.478,1,0.0357,0.982,0.00395,0.1,0.264,120.031,4
spotify:track:78zoLIj14GpEt2qZskFcL7,"Wiatr","Wosk","Taco Hemingway",2016-07-26,221718,0,,1970-01-01T00:00:00Z,"","Taco Corp",0.624,0.391,1,-12.071,1,0.382,0.399,0.0035,0.0911,0.742,102.45,4
spotify:track:5zqObw7wjBgL9TDiAymxPn,"Our Song","Our Song","Anne-Marie,Niall Horan",2021-05-21,163733,61,,1970-01-01T00:00:00Z,"","Atlantic Records/Asylum",0.595,0.759,11,-4.245,0,0.0423,0.141,0,0.172,0.515,80.953,4
spotify:track:5JvsxPAHsGxwNq4xto2HtM,"Listen To Your Heart","Look Sharp! (Extended Version)","Roxette",1988-10-21,328093,8,,1970-01-01T00:00:00Z,"","WM Sweden",0.539,0.583,1,-4.935,0,0.0275,0.108,0,0.111,0.337,86.063,4
spotify:track:7qEHsqek33rTcFNT9PFqLf,"Someone You Loved","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,182160,88,,1970-01-01T00:00:00Z,"soft pop","Vertigo Berlin",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
spotify:track:1MhXdlCQPnO56T57MfmaRm,"Ghost Of You","Youngblood (Deluxe)","5 Seconds of Summer",2018-06-15,197411,72,,1970-01-01T00:00:00Z,"","Capitol",0.459,0.561,10,-4.819,1,0.0269,0.0965,0,0.156,0.206,149.876,3
spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J,"Never Enough","The Greatest Showman (Original Motion Picture Soundtrack)","Loren Allred",2017-12-08,207786,77,,1970-01-01T00:00:00Z,"","Atlantic Records",0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,3
spotify:track:3BrWLBC4WYx393yRUOlTih,"Meet Me At Our Spot - Live","Meet Me At Our Spot (Live)","THE ANXIETY,WILLOW,Tyler Cole",2021-10-22,147828,62,,1970-01-01T00:00:00Z,"","MSFTSMusic / Roc Nation Records, LLC",0.694,0.475,2,-7.035,1,0.0345,0.159,0.0000039,0.103,0.391,94.987,4
spotify:track:0vbtURX4qv1l7besfwmnD8,"I Took A Pill In Ibiza - Seeb Remix","At Night, Alone.","Mike Posner,Seeb",2016-05-06,197933,84,,1970-01-01T00:00:00Z,"","Monster Mountain, LLC / Island",0.664,0.714,7,-6.645,0,0.111,0.0353,0.00000842,0.0843,0.71,101.969,4
spotify:track:4fUyiOrp6wewxl1m3Tyw7k,"Long Way Home","5 Seconds Of Summer","5 Seconds of Summer",2014-06-27,199027,50,,1970-01-01T00:00:00Z,"","Capitol",0.453,0.872,6,-5.072,1,0.0603,0.00968,0,0.22,0.836,182.002,4
spotify:track:1ximpbOqWczcZugufN9PLe,"Fiji","Café Belga","Taco Hemingway",2018-07-13,242560,0,,1970-01-01T00:00:00Z,"","Taco Corp",0.772,0.81,5,-5.654,0,0.117,0.194,0.00398,0.126,0.36,104.996,4
spotify:track:5qqabIl2vWzo9ApSC317sa,"Wonderwall - Remastered","(What's The Story) Morning Glory? [Remastered]","Oasis",1995-10-02,258773,81,,1970-01-01T00:00:00Z,"britpop,madchester,rock","Big Brother",0.376,0.896,2,-4.065,1,0.0395,0.000452,0,0.194,0.472,174.379,4
spotify:track:47EWMOElkkbMp5m9SBkx7d,"IDK You Yet","IDK You Yet","Alexander 23",2020-04-09,184638,5,,1970-01-01T00:00:00Z,"","Interscope Records",0.629,0.306,1,-11.735,1,0.0424,0.884,0.0776,0.124,0.191,76.994,1
spotify:track:2nyBbMPk3yWE0cLJmJcbzH,"Wieża radości, wieża samotności","Europa i Azja","Sztywny Pal Azji",2001-12-31,296586,52,,1970-01-01T00:00:00Z,"","MTJ",0.607,0.893,4,-9.468,1,0.0349,0.0822,0.102,0.158,0.447,130.515,4
spotify:track:6XcfKZvJio9Z0fQy11GnNX,"broken","finding it hard to smile","lovelytheband",2018-08-03,204878,69,,1970-01-01T00:00:00Z,"","RED MUSIC",0.666,0.728,7,-5.808,1,0.0419,0.00175,0.00000426,0.0429,0.51,122.996,4
spotify:track:2OMb9H6JEz0sWzqdmuJrSo,"Deszcz Na Betonie","Deszcz Na Betonie","Taco Hemingway",2016-07-06,248910,0,,1970-01-01T00:00:00Z,"","Taco Corp",0.768,0.588,1,-9.428,0,0.0602,0.0218,0.00000215,0.093,0.717,93.019,4
spotify:track:2FnwAfaCWXs3Pe4eEiqGhc,"etc.","Irenka","sanah",2021-05-06,188174,44,,1970-01-01T00:00:00Z,"","Magic Records",0.576,0.699,6,-8.312,1,0.0641,0.272,0.000524,0.129,0.465,139.936,4
spotify:track:3kWxHkGNqsToeOpCHZvkwk,"FPS","Opowieści z Doliny Smoków","Bedoes 2115,Lanek",2019-11-29,155960,0,,1970-01-01T00:00:00Z,"","SBM Label",0.696,0.675,11,-8.145,1,0.332,0.225,0.00000454,0.196,0.233,167.92,4
spotify:track:2bjUEg4jBtKBlPdNrTAppI,"Easier","CALM","5 Seconds of Summer",2020-03-27,158098,70,,1970-01-01T00:00:00Z,"","5 Seconds Of Summer/Interscope",0.562,0.46,5,-4.173,1,0.259,0.476,0,0.107,0.623,176.055,4
spotify:track:7ueJWVf5CAGyR8e9wafxTE,"Następna stacja","Umowa o dzieło","Taco Hemingway",2015-06-28,251826,0,,1970-01-01T00:00:00Z,"","Taco Corp",0.665,0.617,11,-7.068,0,0.233,0.422,0,0.0701,0.868,90.992,4
spotify:track:3dMpQ924vo0Cgw7HgVv3De,"Wszystko OK","Plansze","Jan-Rapowanie,Nocny",2019-03-15,173803,0,,1970-01-01T00:00:00Z,"","SBM Label",0.455,0.471,1,-13.67,1,0.192,0.87,0.0000103,0.106,0.42,184.143,4
spotify:track:1iJBSr7s7jYXzM8EGcbK5b,"To Begin Again","To Begin Again","Ingrid Michaelson,ZAYN",2021-03-17,210826,52,,1970-01-01T00:00:00Z,"","Cabin 24 Records",0.438,0.359,0,-9.734,1,0.0557,0.21,0,0.117,0.12,76.332,4
spotify:track:2a8Uiea6C8Y1w4e7mA36eA,"Easier - Live From The Vault","Easier (Live From The Vault)","5 Seconds of Summer",2019-08-07,206927,45,,1970-01-01T00:00:00Z,"","5 Seconds Of Summer/Interscope",0.648,0.712,1,-4.917,0,0.0474,0.0022,0.000198,0.0887,0.29,90,4
spotify:track:2g0jE8oC141QYXvdOrOdm0,"1990s Utopia","Jarmark","Taco Hemingway,Kacha Kowalczyk",2020-08-28,240506,0,,1970-01-01T00:00:00Z,"","2020",0.638,0.577,11,-9.148,0,0.151,0.525,0.0000171,0.176,0.337,140.04,4
spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,"Heroes - 2017 Remaster","Heroes (2017 Remaster)","David Bowie",1977,371413,77,,1970-01-01T00:00:00Z,"glam rock,art rock","Parlophone UK",0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,4
spotify:track:1ISsiC4Fw6f96kZQegLGiJ,"Oh Lord","Therapy Session","NF",2016-04-22,198253,63,,1970-01-01T00:00:00Z,"chrześcijański hip-hop","Capitol CMG Label Group",0.493,0.738,5,-6.921,1,0.262,0.407,0,0.13,0.219,176.071,4
spotify:track:6U0D8PIh75fnX6T6TWJLxl,"Jet Black Heart","Sounds Good Feels Good (Deluxe)","5 Seconds of Summer",2015-10-23,221715,59,,1970-01-01T00:00:00Z,"","Capitol",0.506,0.85,11,-4.273,0,0.033,0.000163,0,0.0812,0.545,153.96,4
spotify:track:2EcsgXlxz99UMDSPg5T8RF,"Beneath Your Beautiful (feat. Emeli Sandé)","Electronic Earth (Expanded Edition)","Labrinth,Emeli Sandé",2012-04-02,271813,68,,1970-01-01T00:00:00Z,"","Syco Music UK",0.561,0.522,2,-5.857,1,0.0318,0.227,0,0.104,0.238,83.962,4
spotify:track:5Hyr47BBGpvOfcykSCcaw9,"Holding Out for a Hero - From Footloose Soundtrack","Secret Dreams and Forbidden Fire","Bonnie Tyler",1986-05-05,348333,77,,1970-01-01T00:00:00Z,"","Sony Music CG",0.616,0.685,9,-15.289,0,0.04,0.0245,0.0000113,0.0491,0.895,150.055,4
spotify:track:3kWcNl9IThew9vwO8UM3fD,"Nie Ma Fal","Małomiasteczkowy","Dawid Podsiadło",2018-10-19,238106,54,,1970-01-01T00:00:00Z,"","Sony Music Entertainment",0.559,0.727,5,-6.323,0,0.0301,0.0229,0,0.118,0.726,163.001,4
spotify:track:11dxtPJKR4E0wlSr0A0t47,"Potential Breakup Song","Insomniatic","Aly & AJ",2007-01-01,219773,67,,1970-01-01T00:00:00Z,"","Hollywood Records",0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,4
