Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3kWcNl9IThew9vwO8UM3fD,"Nie Ma Fal","Małomiasteczkowy","Dawid Podsiadło",2018-10-19,238106,54,,2020-11-27T11:02:12Z,"","Sony Music Entertainment",0.559,0.727,5,-6.323,0,0.0301,0.0229,0,0.118,0.726,163.001,4
spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Señorita","Shawn Mendes (Deluxe)","Shawn Mendes,Camila Cabello",2019-06-19,190799,82,,2020-11-27T11:02:12Z,"","Island Records",0.759,0.548,9,-6.049,0,0.0289,0.0379,0,0.0828,0.75,116.963,4
spotify:track:25ON3izqwOFhEexcMUeWfP,"Nadchodzi lato","Nadchodzi lato","Bedoes 2115,Lanek",2019-06-02,139347,0,,2020-11-27T11:02:12Z,"","SBM Label",0.442,0.598,4,-7.146,1,0.0496,0.0732,0,0.201,0.187,137.811,4
spotify:track:33uBUAE4YiWDW2ASZPl50R,"Iris - Live","Live and Unplugged","Sleeping With Sirens",2016-04-08,242642,48,,2020-11-27T11:02:12Z,"emo,post hardcore,screamo,emo pop","Epitaph",0.259,0.757,2,-4.496,1,0.0373,0.45,0,0.933,0.597,149.637,5
spotify:track:5afJQLK9s5W8LmhjWtcBfk,"Hoy No Me Puedo Levantar","Hoy No Me Puedo Levantar","Kimberley Tell",2020-03-13,143075,40,,2020-11-27T11:02:12Z,"latynoskie r&b,latynoskie indie","Sony Music Entertainment España, S.L",0.816,0.55,10,-8.637,0,0.0904,0.0284,0.012,0.0386,0.891,100.073,4
spotify:track:7vONWacmkjjFTKvfpvOr1k,"Within","The Murmur of the Land","Winter Aid",2017-04-28,302264,27,,2020-11-27T11:02:12Z,"","Bluestack Records",0.508,0.46,6,-9.837,0,0.0604,0.754,0.637,0.0869,0.149,79.959,4
spotify:track:0pTSAv4h63wxp1QlTuQINc,"Hey Beautiful (Theme to How I Met Your Mother)","How I Met Your Music (Original Songs from the Hit Series How I Met Your Mother)","The Solids",2012-09-24,221560,0,,2020-11-27T11:02:12Z,"","20th Century Fox TV Records",0.549,0.706,9,-6.826,1,0.0332,0.00096,0.00243,0.086,0.733,132.969,4
spotify:track:6rp6vpDBJHE4gKucl8V1w2,"1 Moment feat. Buka","Anatomia","K2,Buka",2014-04-04,316264,56,,2020-11-27T11:02:12Z,"","Max Flo Records",0.549,0.666,11,-6.538,0,0.433,0.228,0,0.0926,0.61,82.743,4
spotify:track:3YCmIFLTUyWKbaXjV9yplM,"Łzy (pierwszy kawałek na tej płycie)","Opowieści z Doliny Smoków","Bedoes 2115,Lanek,kuqe 2115",2019-11-29,174706,0,,2020-11-27T11:02:12Z,"","SBM Label",0.689,0.608,2,-7.982,1,0.377,0.102,0,0.124,0.579,80.5,4
spotify:track:0YNNfiKJb4yqUDtCcX1cHK,"Gotta Have You","Say I Am You","The Weepies,Deb Talan,Steve Tannen",2006,199786,0,,2020-11-27T11:02:12Z,"","Nettwerk Records",0.678,0.363,11,-10.9,1,0.0318,0.872,0.000101,0.0798,0.543,75.004,5
spotify:track:2xhKVZ6yPVuj7ELBFq91X4,"Jak anioła głos","Feel","Feel",2007-10-26,206573,50,,2020-11-27T11:02:12Z,"disco polo","Parlophone Poland",0.633,0.674,7,-5.01,1,0.0271,0.34,0,0.217,0.725,94.006,4
spotify:track:7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)","us","gnash,Olivia O'Brien",2016-03-25,251033,76,,2020-11-27T11:02:12Z,"",":):",0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,4
spotify:track:1cBxAm8a0fENn2ix3Dfm3u,"Precious","Playing the Angel (Deluxe)","Depeche Mode",2005-10-13,250160,70,,2020-11-27T11:02:12Z,"nowa fala,synthpop,darkwave","Venusnote Ltd.",0.568,0.883,1,-4.575,1,0.0271,0.0973,0.0476,0.104,0.861,104.987,4
spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Shallow","A Star Is Born Soundtrack","Lady Gaga,Bradley Cooper",2018-10-05,215733,87,,2020-11-27T11:02:12Z,"art pop,pop","A Star is Born OST",0.577,0.385,7,-6.362,1,0.03,0.371,0,0.231,0.331,95.82,4
spotify:track:4jDWJBcWIGgfzjqy8XRB2n,"Always Love","The Weight Is a Gift","Nada Surf",2005-09-05,199053,0,,2020-11-27T11:02:12Z,"power pop","City Slang",0.321,0.765,2,-4.905,1,0.032,0.00241,0,0.177,0.381,126.85,4
spotify:track:6T3O2ghWXY2eJHdlHh6iFN,"En el Aire","En el Aire","Vega Almohalla",2020-01-30,185992,0,,2020-11-27T11:02:12Z,"","Mushroom Pillow",0.562,0.537,8,-6.808,1,0.108,0.194,0,0.141,0.416,169.908,4
spotify:track:6iYMfxznTBlcVOgRHab2W0,"Sunflower, Vol. 6","Fine Line","Harry Styles",2019-12-13,221826,70,,2020-11-27T11:02:12Z,"","Columbia",0.566,0.846,7,-6.904,0,0.035,0.000564,0.000795,0.121,0.86,160.02,4
spotify:track:2rbDhOo9Fh61Bbu23T2qCk,"Always Remember Us This Way","A Star Is Born Soundtrack (Without Dialogue)","Lady Gaga",2018-10-05,210200,87,,2020-11-27T11:02:12Z,"art pop,pop","A Star is Born OST",0.549,0.502,0,-5.972,1,0.0405,0.299,0,0.764,0.291,129.842,4
spotify:track:7wuJGgpTNzbUyn26IOY6rj,"Total Eclipse of the Heart","The Very Best of Bonnie Tyler","Bonnie Tyler",2009-03-26,267360,83,,2020-11-27T11:02:12Z,"","Sony Music UK",0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,4
spotify:track:0vg4WnUWvze6pBOJDTq99k,"You're Beautiful","Back to Bedlam","James Blunt",2005-08-08,209493,79,,2020-11-27T11:02:12Z,"","Custard/Atlantic",0.675,0.479,0,-9.87,0,0.0278,0.633,0.0000176,0.088,0.454,81.998,4
spotify:track:2TIlqbIneP0ZY1O0EzYLlc,"Someone You Loved","Breach","Lewis Capaldi",2018-11-08,182160,72,,2020-11-27T11:02:12Z,"soft pop","Vertigo Berlin",0.501,0.405,1,-5.679,1,0.032,0.751,0,0.105,0.447,109.889,4
spotify:track:2EcsgXlxz99UMDSPg5T8RF,"Beneath Your Beautiful (feat. Emeli Sandé)","Electronic Earth (Expanded Edition)","Labrinth,Emeli Sandé",2012-04-02,271813,68,,2020-11-27T11:02:12Z,"","Syco Music UK",0.561,0.522,2,-5.857,1,0.0318,0.227,0,0.104,0.238,83.962,4
spotify:track:7GJ572zvnU94VZVrj5XRtb,"Spirits","Hope","The Strumbellas",2016-04-22,203653,2,,2020-11-27T11:02:12Z,"folk-pop","Glassnote Entertainment Group LLC",0.556,0.658,0,-6.075,1,0.0265,0.164,0,0.113,0.787,80.529,4
spotify:track:2j0SL63OQDQkfyTBjhG46r,"Śnieg","Kwiat polskiej młodzieży","Bedoes 2115,Kubi Producent",2018-11-30,198468,0,,2020-11-27T11:02:12Z,"","SBM Label",0.566,0.513,5,-11.362,1,0.104,0.0793,0,0.109,0.409,85.486,4
spotify:track:5lqGH8hkVXiFg2fUibDZl2,"Perfect Now","Walls","Louis Tomlinson",2020-01-31,186400,53,,2020-11-27T11:02:12Z,"","Syco Music",0.617,0.358,2,-8.498,1,0.0273,0.253,0,0.171,0.209,134.977,4
spotify:track:45S5WTQEGOB1VHr1Q4FuPl,"Golden","Fine Line","Harry Styles",2019-12-13,208906,78,,2020-11-27T11:02:12Z,"","Columbia",0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,4
spotify:track:65E62rOSbm7SZbAMYjNTJq,"Pride (In The Name Of Love) - Remastered 2009","The Unforgettable Fire (Deluxe Edition Remastered)","U2",1984-10-01,228426,71,,2020-11-27T11:02:12Z,"rock","Universal-Island Records Ltd.",0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,4
spotify:track:1bpjCGto1wM6A8UOmX32o4,"Toy Story","Kwiat polskiej młodzieży","Bedoes 2115,Kubi Producent,Rafonix",2018-11-30,161146,0,,2020-11-27T11:02:12Z,"","SBM Label",0.657,0.536,10,-9.295,0,0.171,0.548,0.0000124,0.109,0.4,165.89,4
spotify:track:1iQDltZqI7BXnHrFy4Qo1k,"Trampoline (with ZAYN)","Trampoline (with ZAYN)","SHAED,ZAYN",2019-09-26,184280,65,,2020-11-27T11:02:12Z,"","Photo Finish Records",0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,4
spotify:track:4LWIp8HAFxpfg37mnxHqCS,"Never Be Alone","Handwritten","Shawn Mendes",2015-04-14,215813,67,,2020-11-27T11:02:12Z,"","Island Records",0.377,0.466,10,-6.927,1,0.0353,0.514,0.0000563,0.0781,0.276,199.853,4
spotify:track:2U4tbK3U9DFdZvhLNagF5V,"Strip That Down (feat. Quavo)","LP1","Liam Payne,Quavo",2019-12-06,202061,0,,2020-11-27T11:02:12Z,"","Capitol",0.873,0.495,6,-5.446,1,0.0518,0.199,0,0.0805,0.546,106.033,4
spotify:track:3BJe4B8zGnqEdQPMvfVjuS,"Summertime Sadness","Born To Die - The Paradise Edition","Lana Del Rey",2012-01-01,265427,86,,2020-11-27T11:02:12Z,"","Polydor Records",0.565,0.654,1,-6.826,0,0.0335,0.0542,0.0000018,0.122,0.235,111.968,4
spotify:track:25FTMokYEbEWHEdss5JLZS,"Teenage Dirtbag","Wheatus","Wheatus",1999-02-15,241666,84,,2020-11-27T11:02:12Z,"","Columbia",0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,4
spotify:track:1TQXIltqoZ5XXyfCbAeSQQ,"Dancing With Your Ghost","Dancing With Your Ghost","Sasha Alex Sloan",2019-06-28,197732,79,,2020-11-27T11:02:12Z,"","RCA Records Label",0.629,0.328,11,-8.284,1,0.029,0.768,0.000025,0.103,0.389,74.953,4
spotify:track:7eJMfftS33KTjuF7lTsMCx,"death bed (coffee for your head)","death bed (coffee for your head)","Powfu,beabadoobee",2020-02-08,173333,84,,2020-11-27T11:02:12Z,"bedroom pop","Columbia",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4
spotify:track:6PUYqQtGWVAovZrLC9BIqt,"Babylon","Youngblood (Deluxe)","5 Seconds of Summer",2018-06-15,213185,56,,2020-11-27T11:02:12Z,"","Capitol",0.521,0.884,4,-2.931,0,0.0403,0.00155,0.00000157,0.209,0.494,92.988,4
spotify:track:6LsAAHotRLMOHfCsSfYCsz,"If I Can't Have You","If I Can't Have You","Shawn Mendes",2019-05-03,190800,68,,2020-11-27T11:02:12Z,"","Island Records",0.69,0.809,2,-4.198,1,0.0603,0.524,0,0.147,0.864,123.912,4
spotify:track:5JiH89mHrv9oWHlD0T326z,"To Be So Lonely","Fine Line","Harry Styles",2019-12-13,192080,67,,2020-11-27T11:02:12Z,"","Columbia",0.758,0.436,0,-7.269,1,0.0418,0.618,0.0000161,0.335,0.605,104.959,4
spotify:track:27IZXTdeGYjU6m5lTyDpmr,"The Funeral","Everything All The Time","Band of Horses",2006-03-21,322173,1,,2020-11-27T11:02:12Z,"","Sub Pop Records",0.318,0.76,0,-6.115,0,0.0435,0.016,0,0.102,0.104,122.414,4
spotify:track:11MSJwrooSunxW64z2COd7,"Empire to Ashes","Gossip","Sleeping With Sirens",2017-09-22,197680,40,,2020-11-27T11:02:12Z,"emo,post hardcore,screamo,emo pop","Warner Records",0.536,0.85,8,-4.455,1,0.047,0.000463,0.00145,0.332,0.331,137.035,4
spotify:track:2yjSMIxii1fcnrf1R9tU4g,"TOKYO2020","ROMANTIC PSYCHO","Quebonafide,Taco Hemingway",2020-04-02,193746,0,,2020-11-27T11:02:12Z,"","QueQuality",0.921,0.518,8,-9.322,0,0.232,0.0486,0.0000102,0.149,0.606,130.004,4
spotify:track:5tyMJlMqaggzvuX7TtlrTe,"Love song","Norman Fucking Rockwell!","Lana Del Rey",2019-08-30,229325,69,,2020-11-27T11:02:12Z,"","Polydor Records",0.384,0.0701,9,-16.512,1,0.0367,0.966,0.00017,0.0805,0.288,63.425,4
spotify:track:0N5zjRnf8AreOm95iSBXF4,"Even My Dad Does Sometimes","x (Deluxe Edition)","Ed Sheeran",2014-06-21,228533,54,,2020-11-27T11:02:12Z,"soft pop","Atlantic Records UK",0.58,0.318,2,-8.926,1,0.0279,0.756,0.000171,0.117,0.295,129.757,3
spotify:track:4EG8SCYitfNrCQWkWV77lY,"The Night We Met (Piano Version)","The Night We Met (Piano Version)","Sam Yung",2017-10-26,208829,43,,2020-11-27T11:02:12Z,"","SamJYung Music",0.5,0.0498,6,-24.467,0,0.0404,0.982,0.893,0.108,0.16,174.88,3
spotify:track:0u2P5u6lvoDfwTYjAADbn4,"lovely (with Khalid)","lovely (with Khalid)","Billie Eilish,Khalid",2018-04-19,200185,89,,2020-11-27T11:02:12Z,"","Darkroom",0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4
spotify:track:1oFj3yJ43x0xAzJ5mn5onL,"Algo Mágico","Algo Mágico","Luna Zuazu,Álvaro Rico",2020-05-14,146149,16,,2020-11-27T11:02:12Z,"","Luna Zuazu",0.619,0.558,6,-8.734,0,0.18,0.602,0,0.104,0.735,93.203,4
spotify:track:78L2RUFISfqkmZMTCLYQJC,"100 dni do matury","100 dni do matury","Mata,Ezra Williams,Sarcastic Sounds",2020-01-17,301573,2,,2020-11-27T11:02:12Z,"bedroom pop","SBM Label",0.687,0.828,6,-7.911,0,0.457,0.523,0,0.34,0.0987,159.933,4
spotify:track:1Z8gpnzgTFQKAwmV43iLBB,"witchblades","EVERYBODY'S EVERYTHING","Lil Peep,Lil Tracy",2019-11-15,150160,3,,2020-11-27T11:02:12Z,"emo rap,cloud rap","Columbia",0.635,0.533,8,-7.233,1,0.0727,0.0233,0,0.286,0.533,143.967,4
spotify:track:4bpShq8coki3AlMsXuFCDa,"W PIĄTKI LEŻĘ W WANNIE","POCZTÓWKA Z WWA, LATO '19","Taco Hemingway,Dawid Podsiadło",2019-07-24,220080,0,,2020-11-27T11:02:12Z,"","Taco Corp",0.793,0.496,0,-11.091,1,0.198,0.743,0,0.111,0.269,103.014,4
spotify:track:6SQLk9HSNketfgs2AyIiMs,"She","Fine Line","Harry Styles",2019-12-13,362653,70,,2020-11-27T11:02:12Z,"","Columbia",0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,3
spotify:track:6ADSaE87h8Y3lccZlBJdXH,"With Or Without You","The Joshua Tree (Super Deluxe)","U2",1987-03-03,295515,83,,2020-11-27T11:02:12Z,"rock","UMC (Universal Music Catalogue)",0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,4
spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,"Fix You","X&Y","Coldplay",2005-06-07,295533,88,,2020-11-27T11:02:12Z,"","Parlophone Records Limited",0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4
spotify:track:3yOlyBJuViE2YSGn3nVE1K,"My Oh My (feat. DaBaby)","Romance","Camila Cabello,DaBaby",2019-12-06,170746,76,,2020-11-27T11:02:12Z,"","Syco Music/Epic",0.724,0.491,8,-6.024,1,0.0296,0.018,0.0000129,0.0887,0.383,105.046,4
spotify:track:3zEjDzZoNGN4wN4YzuTCYv,"Anioły","Aby śmierć miała znaczenie","Bedoes 2115,Kubi Producent",2017-02-17,150826,0,,2020-11-27T11:02:12Z,"","SBM Label",0.649,0.606,7,-11.325,0,0.0531,0.373,0.0000911,0.244,0.227,123.285,4
spotify:track:3w3hBA9IiyioNpvcxZSJQL,"Untouchable Part 2","Weather Systems","Anathema",2012-04-16,333480,40,,2020-11-27T11:02:12Z,"doom metal,gotycki metal,rock progresywny,metal progresywny","Kscope",0.383,0.358,3,-7.923,1,0.03,0.205,0.0000723,0.301,0.0989,128.688,4
spotify:track:5qqabIl2vWzo9ApSC317sa,"Wonderwall - Remastered","(What's The Story) Morning Glory? [Remastered]","Oasis",1995-10-02,258773,81,,2020-11-27T11:02:12Z,"britpop,madchester,rock","Big Brother",0.376,0.896,2,-4.065,1,0.0395,0.000452,0,0.194,0.472,174.379,4
spotify:track:6e40mgJiCid5HRAGrbpGA6,"I Want It That Way","The Hits--Chapter One","Backstreet Boys",2001-10-23,213600,69,,2020-11-27T11:02:12Z,"","Jive",0.689,0.702,6,-5.642,0,0.0261,0.216,0,0.159,0.484,99.031,4
spotify:track:02JIdsrod3BYucThfUFDUX,"Le Festin","Ratatouille (Original Motion Picture Soundtrack)","Camille,Michael Giacchino",2007-01-01,170786,66,,2020-11-27T11:02:12Z,"francuski jazz,ścieżka dźwiękowa","Walt Disney Records",0.439,0.303,3,-10.839,1,0.0422,0.839,0,0.071,0.268,139.475,3
spotify:track:06ggTkDnt99KsehdFyibx3,"Never Be Alone - MTV Unplugged","MTV Unplugged","Shawn Mendes",2017-11-03,289320,39,,2020-11-27T11:02:12Z,"","Island Records",0.275,0.198,11,-13.168,1,0.033,0.839,0.0000564,0.575,0.116,93.154,4
spotify:track:2Ux4KsbVf46ahGPWBDNV2T,"Patience","Moments","Hollow Coves",2019-10-18,291426,0,,2020-11-27T11:02:12Z,"indie folk","Nettwerk Records",0.311,0.464,10,-9.68,1,0.0285,0.316,0.000426,0.105,0.183,174.272,3
spotify:track:1GEBsLDvJGw7kviySRI6GX,"You Belong With Me","Fearless (Big Machine Radio Release Special)","Taylor Swift",2008-11-11,232120,74,,2020-11-27T11:02:12Z,"","Big Machine Records, LLC",0.687,0.745,6,-4.432,1,0.0379,0.178,0.0000159,0.111,0.435,129.966,4
spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,"Break My Stride","I Don't Speak The Language","Matthew Wilder",1983-03-19,184480,75,,2020-11-27T11:02:12Z,"","Legacy Recordings",0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,4
spotify:track:0poxIvI8mH3TZcGp4T7BWs,"Let Your Heart Hold Fast","Fort Atlantic","Fort Atlantic",2012-05-29,226880,0,,2020-11-27T11:02:12Z,"","Dualtone Music Group, Inc.",0.471,0.462,5,-7.579,1,0.0281,0.151,0.000251,0.153,0.469,134.007,4
spotify:track:62AuGbAkt8Ox2IrFFb8GKV,"Sweet Caroline","Sweet Caroline","Neil Diamond",1969-06-06,203573,79,,2020-11-27T11:02:12Z,"","Geffen",0.529,0.127,11,-16.066,1,0.0274,0.614,0.000133,0.237,0.579,63.05,4
spotify:track:5fyuexabEgpb7DsjjpBUhv,"Gdy nie masz nic","Kraina lodu 2 (Muzyka z filmu/Edycja Deluxe)","Agnieszka Przekupień",2019-11-22,125680,41,,2020-11-27T11:02:12Z,"","Walt Disney Records",0.302,0.202,5,-11.69,1,0.0363,0.833,0,0.0821,0.157,94.659,3
spotify:track:0pqnGHJpmpxLKifKRmU6WP,"Believer","Evolve","Imagine Dragons",2017-06-23,204346,89,,2020-11-27T11:02:12Z,"","Kid Ina Korner / Interscope",0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,4
spotify:track:3lG6OtGDsYAOALxEmubQQm,"Happiness is a butterfly","Norman Fucking Rockwell!","Lana Del Rey",2019-08-30,272485,77,,2020-11-27T11:02:12Z,"","Polydor Records",0.467,0.119,2,-10.99,1,0.0401,0.969,0.0000014,0.0973,0.156,70.499,4
