Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4bJygwUKrRgq1stlNXcgMg,"All The Things She Said","200 KM/H In The Wrong Lane (10th Anniversary Edition)","t.A.T.u.",2002,214440,80,,1970-01-01T00:00:00Z,"","Interscope",0.527,0.834,5,-5.767,0,0.0474,0.0411,0.00599,0.105,0.381,179.92,4
spotify:track:54hj06Z7sm7DaHSrGGMAZG,"Meet Me In The Woods","Strange Trails","Lord Huron",2015-04-06,262209,69,,1970-01-01T00:00:00Z,"","Play It Again Sam",0.543,0.926,6,-6.776,0,0.0447,0.387,0.446,0.0669,0.597,80.501,1
spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,"Iris","Dizzy up the Girl","The Goo Goo Dolls",1998,289533,93,,1970-01-01T00:00:00Z,"","Warner Records",0.315,0.715,11,-8.072,0,0.0362,0.00125,0.00000797,0.0942,0.497,155.925,3
spotify:track:63bZ2OSAf1VapUNHRAEOO1,"Emotions","5SOS5","5 Seconds of Summer",2022-09-23,198210,48,,1970-01-01T00:00:00Z,"","BMG Rights Management (US) LLC",0.691,0.739,11,-5.558,1,0.0303,0.137,0,0.449,0.506,119.995,4
spotify:track:7r6aIgwb42np1pHdGcAyd0,"Diamonds","When Facing the Things We Turn Away From","Luke Hemmings",2021-08-13,238077,46,,1970-01-01T00:00:00Z,"","Sony Music Entertainment",0.235,0.799,1,-4.394,1,0.0411,0.259,0.000701,0.0931,0.0538,149.895,4
spotify:track:6FH6fmlh9DbvssuEQyQEVd,"Movies","Superache","Conan Gray",2022-06-24,214100,61,,1970-01-01T00:00:00Z,"","Republic Records",0.349,0.545,11,-6.073,1,0.0352,0.105,0,0.153,0.209,104.477,4
spotify:track:52xJxFP6TqMuO4Yt0eOkMz,"We Don't Talk About Bruno","Encanto (Original Motion Picture Soundtrack)","Carolina Gaitán - La Gaita,Mauro Castillo,Adassa,Rhenzy Feliz,Diane Guerrero,Stephanie Beatriz,Encanto - Cast",2021-11-19,216120,75,,1970-01-01T00:00:00Z,"","Walt Disney Records",0.577,0.45,0,-8.516,0,0.0834,0.357,0,0.111,0.83,205.863,4
spotify:track:1RbbLe9tPLPqvjXGeenfSC,"2011","2011","5 Seconds of Summer",2021-12-03,197447,55,,1970-01-01T00:00:00Z,"","BMG Rights Management (US) LLC",0.571,0.839,9,-5.49,0,0.0558,0.0244,0,0.268,0.436,156.887,4
spotify:track:0JBhtS8zMP6QZFdSCzRjUa,"Laid","Laid","The Pains Of Being Pure At Heart",2015-10-30,170444,45,,1970-01-01T00:00:00Z,"dream pop,shoegaze,jangle pop","Painbow",0.458,0.826,4,-4.778,1,0.0394,0.0012,0.000762,0.0925,0.245,116.016,4
spotify:track:4rHvXh4yjlPPoSnuQKAalW,"Bloodline","When Facing the Things We Turn Away From","Luke Hemmings",2021-08-13,124803,47,,1970-01-01T00:00:00Z,"","Sony Music Entertainment",0.498,0.0635,10,-16.487,1,0.045,0.926,0,0.123,0.433,130.771,4
spotify:track:7A7RygcHdNH0iJHgwteajF,"Only the Brave","Walls","Louis Tomlinson",2020-01-31,106466,57,,1970-01-01T00:00:00Z,"","Syco Music",0.463,0.481,3,-6.691,1,0.0293,0.301,0,0.247,0.652,79.052,4
spotify:track:5bV5ro4rvBpgxo7nAeveiT,"BLENDER","5SOS5","5 Seconds of Summer",2022-09-23,147744,59,,1970-01-01T00:00:00Z,"","BMG Rights Management (US) LLC",0.67,0.665,8,-5.47,1,0.104,0.0293,0.0000219,0.101,0.694,161.99,4
spotify:track:0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy","SOUR","Olivia Rodrigo",2021-05-21,173160,83,,1970-01-01T00:00:00Z,"","Olivia Rodrigo PS",0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,4
spotify:track:1oyq661h4vBJ1Cpoav0ofs,"Greyhound","Superbloom","Ashton Irwin",2020-10-23,379106,34,,1970-01-01T00:00:00Z,"","Ashton Irwin",0.516,0.766,2,-4.826,1,0.0358,0.0789,0.0102,0.0897,0.339,95.004,4
spotify:track:03eyNjBM2mpx28H6kdaufN,"Overwhelmed (Ryan Mack Remix)","Overwhelmed (Ryan Mack Remix)","Ryan Mack",2021-07-14,103240,74,,1970-01-01T00:00:00Z,"","Ryan Mack under exclusive license to Amuseio AB",0.658,0.445,0,-8.749,0,0.154,0.161,0,0.0845,0.513,174.111,4
spotify:track:4flBNxpPLGVAdufOzRBIen,"Beside You","5 Seconds Of Summer","5 Seconds of Summer",2014-06-27,220250,50,,1970-01-01T00:00:00Z,"","Capitol",0.38,0.822,7,-5.095,1,0.105,0.00457,0.0000177,0.109,0.558,153.115,4
spotify:track:08KAB8LahxJB28HExOmPnL,"Shapeshift","Shapeshift","Jenna Doe",2022-01-26,145173,40,,1970-01-01T00:00:00Z,"","jennadoe",0.528,0.422,9,-7.641,1,0.0648,0.531,0,0.1,0.321,171.751,4
spotify:track:6PeB8SC7ZSqFESfghRnryX,"Kryzys Wieku Wczesnego","Kryzys Wieku Wczesnego","Kacperczyk",2021-11-26,179200,47,,1970-01-01T00:00:00Z,"","SBM Label",0.558,0.563,0,-8.449,1,0.049,0.609,0,0.0823,0.156,149.824,4
spotify:track:5L9Ptz7hUfTavjjdRRiNXR,"Bad Habits (feat. Bring Me The Horizon)","= (Tour Edition)","Ed Sheeran,Bring Me The Horizon",2022-05-27,250763,51,,1970-01-01T00:00:00Z,"soft pop,metalcore,emo,screamo,rock,post hardcore,metal","Atlantic Records UK",0.59,0.849,11,-4.691,0,0.0792,0.0305,0,0.11,0.178,131.018,4
spotify:track:5TMjhlh25Oitlh3LBKdfMi,"Broken Home","Sounds Good Feels Good (Deluxe)","5 Seconds of Summer",2015-10-23,220708,48,,1970-01-01T00:00:00Z,"","Capitol",0.585,0.63,10,-5.522,0,0.0264,0.126,0,0.105,0.498,127.999,4
spotify:track:1Ip8nYQoBYrJipIvxVR0aK,"American Blood","American Blood","Dead Poet Society",2018-10-19,181097,50,,1970-01-01T00:00:00Z,"","Spinefarm",0.548,0.725,10,-4.551,1,0.0376,0.00805,0.000201,0.112,0.387,118.061,4
spotify:track:3MGPk4icRXf24OL6RlYhDX,"Every Song I Ever Wrote","Every Song I Ever Wrote","Only The Poets",2022-04-29,197109,43,,1970-01-01T00:00:00Z,"","Lab Records",0.658,0.738,3,-4.682,1,0.0257,0.101,0.00255,0.113,0.585,112.03,4
spotify:track:2dU8wkeyvbMUUM3mwun5IX,"Birdcage","Birdcage","Holding Absence",2020-04-17,203200,54,,1970-01-01T00:00:00Z,"metalcore,post hardcore,melodyjny hardcore","SHARPTONE",0.557,0.668,1,-6.941,0,0.0328,0.0187,0,0.148,0.283,115.009,4
spotify:track:2fVHrSxsQbJUuj9MW9zG1e,"Who Do You Love","World War Joy","The Chainsmokers,5 Seconds of Summer",2019-12-06,226733,70,,1970-01-01T00:00:00Z,"","Disruptor Records/Columbia",0.51,0.846,3,-4.595,1,0.0461,0.0101,0,0.208,0.475,139.927,4
spotify:track:7k86dxnpA1ST408ivqWlmT,"Artysta z ASP","Kryzys Wieku Wczesnego","Kacperczyk",2021-11-26,156960,50,,1970-01-01T00:00:00Z,"","SBM Label",0.779,0.681,0,-4.734,1,0.0588,0.0319,0,0.241,0.711,126.028,4
spotify:track:3afkJSKX0EAMsJXTZnDXXJ,"Strawberries & Cigarettes","Strawberries & Cigarettes","Troye Sivan",2018-03-16,201538,78,,1970-01-01T00:00:00Z,"","EMI Recorded Music Australia Pty Ltd",0.578,0.537,9,-8.676,1,0.0832,0.162,0,0.076,0.25,83.909,4
spotify:track:0bD3uuyVPF1AVTXZTXBw4R,"Slow It Down","Life In A Beautiful Light","Amy Macdonald",2012-01-01,233680,66,,1970-01-01T00:00:00Z,"","EMI",0.592,0.902,2,-6.382,1,0.0373,0.0057,0.00311,0.136,0.478,152.023,4
spotify:track:1hUPOCqOukEl03lOs16DtN,"Lover Of Mine","CALM","5 Seconds of Summer",2020-03-27,206973,61,,1970-01-01T00:00:00Z,"","5 Seconds Of Summer/Interscope",0.545,0.858,11,-2.536,0,0.0406,0.194,0,0.151,0.323,94.041,3
spotify:track:6IbnUaczZBT34DhaD6S18F,"Bubblegum Bitch","Electra Heart (Deluxe)","MARINA",2012-04-27,154666,79,,1970-01-01T00:00:00Z,"","Atlantic Records UK",0.495,0.856,0,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024,4
spotify:track:7EkWXAI1wn8Ii883ecd9xr,"Freaks","Freaks","Surf Curse",2021-05-15,147062,87,,1970-01-01T00:00:00Z,"indie","Surf Curse",0.345,0.941,9,-9.918,1,0.0466,0.0000384,0.633,0.0511,0.407,179.626,4
spotify:track:3h61cE8gotedqwGGVW7CTl,"Several Years","Still Lost 2","Sik World",2021-07-30,185812,44,,1970-01-01T00:00:00Z,"","Sik World, LLC",0.918,0.412,2,-8.936,1,0.0995,0.211,0.00000799,0.115,0.339,124.04,4
spotify:track:55qhU4sO6IBeNtqyGQdhEi,"Take My Hand - Joshua Tree Version","5SOS5","5 Seconds of Summer",2022-09-23,297881,50,,1970-01-01T00:00:00Z,"","BMG Rights Management (US) LLC",0.577,0.493,0,-9.235,1,0.0373,0.296,0.00000531,0.09,0.0955,126.018,4
spotify:track:453LdJKcO37kYqXkRDzl39,"Ostatnia nocka ale to DRILL","Ostatnia nocka ale to DRILL","młody klakson,Maciej Maleńczuk,Sentino,Yugopolis",2021-12-30,260299,50,,1970-01-01T00:00:00Z,"disco polo","Universal Music Polska Sp. z o.o.",0.702,0.548,9,-9.777,0,0.198,0.0431,0.000282,0.107,0.229,150.067,4
spotify:track:5LIV8pmvUQ968OuMAByBJE,"Otwieram wino (feat. Pezet)","Sidney Polak","Sidney Polak,Pezet",2004-04-01,238573,61,,1970-01-01T00:00:00Z,"disco polo","Parlophone Poland",0.721,0.737,8,-6.256,1,0.0416,0.208,0.00000235,0.0884,0.878,99.092,4
spotify:track:2xtirEpWmHe2DvG07AYpz9,"Bullets","Sep (OST)","Archive",2013-01-14,353573,29,,1970-01-01T00:00:00Z,"trip hop","WM Poland/WMI",0.456,0.635,8,-10.467,1,0.0507,0.131,0.000341,0.155,0.0751,164.999,4
spotify:track:67kzylG5cY3EZzDEDiMWS7,"Precious","Love Potions","Starbenders,Remington Leith",2020-02-14,248040,34,,1970-01-01T00:00:00Z,"","Sumerian Records",0.484,0.911,10,-3.731,0,0.0497,0.00308,0,0.249,0.465,104.947,4
spotify:track:5BepFANwD9If9EkO86JTS4,"Here Is the House","Black Celebration (Deluxe)","Depeche Mode",1986-03-17,256160,44,,1970-01-01T00:00:00Z,"nowa fala,synthpop,darkwave","Mute Records",0.597,0.682,0,-10.351,0,0.0283,0.272,0.0061,0.257,0.947,126.264,4
spotify:track:4dymVi6axMaBhAQrfkEq2A,"Place In Me","When Facing the Things We Turn Away From","Luke Hemmings",2021-08-13,187443,50,,1970-01-01T00:00:00Z,"","Sony Music Entertainment",0.274,0.345,8,-6.715,1,0.0309,0.865,0.00000236,0.12,0.218,68.639,4
spotify:track:6KfoDhO4XUWSbnyKjNp9c4,"Maniac","Kid Krow","Conan Gray",2020-03-20,185773,78,,1970-01-01T00:00:00Z,"","Republic Records",0.628,0.639,8,-5.46,1,0.0435,0.00162,0,0.354,0.493,108.045,4
spotify:track:69BSm4vFLLo4L8nUulybMc,"at least i'm pretty","at least i'm pretty","Harriette",2021-04-19,106800,54,,1970-01-01T00:00:00Z,"bedroom pop","Harriette",0.86,0.422,1,-9.785,1,0.0296,0.541,0.00449,0.139,0.523,99.958,4
spotify:track:1R0a2iXumgCiFb7HEZ7gUE,"Don’t Blame Me","reputation","Taylor Swift",2017-11-10,236413,85,,1970-01-01T00:00:00Z,"","Big Machine Records, LLC",0.615,0.534,9,-6.719,0,0.0386,0.106,0.0000176,0.0607,0.193,135.917,4
spotify:track:2ihCaVdNZmnHZWt0fvAM7B,"Little Talks","My Head Is An Animal","Of Monsters and Men",2012-01-01,266600,83,,1970-01-01T00:00:00Z,"folk-pop","Universal Records",0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,4
spotify:track:0GONea6G2XdnHWjNZd6zt3,"Summer Of '69","Reckless (30th Anniversary / Deluxe Edition)","Bryan Adams",1984-11-05,216053,85,,1970-01-01T00:00:00Z,"","A&M",0.509,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.13,4
spotify:track:6GUiIbJ834FcHewby3PwV0,"Breakfast","Breakfast","Dove Cameron",2022-06-24,148470,65,,1970-01-01T00:00:00Z,"","Disruptor Records/Columbia",0.64,0.553,2,-6.42,0,0.0411,0.0579,0,0.0914,0.486,81.992,4
spotify:track:4FSIfpGQEdJsLXIbufqvOo,"Baby Blue","When Facing the Things We Turn Away From","Luke Hemmings",2021-08-13,223182,56,,1970-01-01T00:00:00Z,"","Sony Music Entertainment",0.54,0.82,0,-3.848,1,0.0437,0.188,0,0.0724,0.465,123.991,4
spotify:track:3rUPp9J9J7UYAtK0Oq1rZQ,"Good Bad Times","The Prettiest Curse","Hinds",2020-06-05,198546,38,,1970-01-01T00:00:00Z,"","Lucky Number",0.647,0.668,0,-3.476,1,0.0281,0.0378,0.0000142,0.648,0.874,110.001,4
spotify:track:1mfesUnKNUjGSjcvMKuu05,"looking at you - demo","demos.","Only The Poets",2021-06-08,230739,36,,1970-01-01T00:00:00Z,"","Lab Records",0.559,0.74,0,-6.182,1,0.0432,0.0827,0,0.162,0.514,142.065,4
spotify:track:7I4XALvCb2VEmOCtGUe5uY,"10 Things I Hate About You","Alive and Unwell","Leah Kate",2022-10-28,157138,72,,1970-01-01T00:00:00Z,"","Leah Kate /10K Projects / MDDN",0.544,0.786,8,-2.97,1,0.0501,0.00991,0,0.169,0.446,153.967,4
spotify:track:10nqz67NQWWa7XPq7ycihi,"Welcome To New York","1989","Taylor Swift",2014-01-01,212600,60,,1970-01-01T00:00:00Z,"","Big Machine Records, LLC",0.793,0.634,7,-4.807,1,0.0324,0.038,0.00000176,0.304,0.615,117.023,4
spotify:track:5Q6fh8OEhBYepJaORz9lxe,"Daddy Issues (Remix) feat. Syd","Daddy Issues (Remix) feat. Syd","The Neighbourhood,Syd",2015-11-13,181186,71,,1970-01-01T00:00:00Z,"alternatywne r&b","Columbia",0.623,0.533,10,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982,4
spotify:track:3ECXDjMnMFlICXfhxF2Dg0,"Ukryty w Mieście Krzyk","Muzyka Klasyczna","Pezet,NOON",2002-04-05,201612,63,,1970-01-01T00:00:00Z,"","Nowe Nagrania / Pezet",0.695,0.665,1,-8.3,1,0.35,0.401,0.000557,0.11,0.6,176.136,4
spotify:track:77eqkdC6DXRUIT09syzW5d,"Peron","Milosc","Jamal",2013-10-04,195040,55,,1970-01-01T00:00:00Z,"disco polo","Parlophone Poland",0.758,0.586,4,-8.563,0,0.0597,0.281,0.000146,0.113,0.607,126.002,4
spotify:track:4255amV4enzl28KAn16rUO,"Are You With Me","Less Is More","Lost Frequencies",2016-10-21,138013,83,,1970-01-01T00:00:00Z,"tropical house","Armada Music Albums",0.763,0.608,5,-8.1,0,0.035,0.262,0.000025,0.12,0.394,121.02,4
spotify:track:3IlfsbDPsK6DxitHttChu5,"Jet Black Heart - Live","Meet You There Tour Live","5 Seconds of Summer",2018-12-21,244984,34,,1970-01-01T00:00:00Z,"","Capitol",0.445,0.944,11,-3.687,0,0.0716,0.00061,0,0.469,0.397,153.998,4
spotify:track:7L3CKqmwOlGY46XsPhGYrF,"Cloud Atlas - Sextet (From Cloud Atlas) - Piano & Orchestra Version","Cloud Atlas - Sextet (From Cloud Atlas) [Piano & Orchestra Version]","Jonas Kvarnström",2015-05-07,255214,46,,1970-01-01T00:00:00Z,"","eyedentity records",0.198,0.0668,0,-18.354,1,0.0355,0.975,0.895,0.0593,0.0865,75.02,4
spotify:track:3SWGtKHaCFEUqfm9ydUFVw,"Disaster","Superache","Conan Gray",2022-06-24,153096,63,,1970-01-01T00:00:00Z,"","Republic Records",0.614,0.81,0,-5.184,1,0.0926,0.0101,0,0.0832,0.605,171.09,4
spotify:track:0KQLE81DPjY2ZYLwP0Ndeb,"Cisza","DESZCZ","Qry,Hania Sztachańska",2021-12-16,131936,30,,1970-01-01T00:00:00Z,"","spacerange",0.343,0.33,5,-11.981,1,0.0778,0.547,0.00000793,0.177,0.249,79.741,4
spotify:track:6LHDP5yKHUIQxeml0YKUQy,"Best Years","CALM","5 Seconds of Summer",2020-03-27,190382,53,,1970-01-01T00:00:00Z,"","5 Seconds Of Summer/Interscope",0.295,0.722,2,-4.375,1,0.0425,0.314,0,0.121,0.458,173.372,4
spotify:track:0wEBZZ1ZtanjnyJwZsOsaO,"TRYB SAMOLOTOWY","Bufor","Jan-Rapowanie",2022-03-11,153402,52,,1970-01-01T00:00:00Z,"","SBM Label",0.834,0.847,5,-7.536,0,0.201,0.11,0,0.109,0.31,97.002,4
spotify:track:45pmh0kZvulXSgg4uJGB1X,"Jak zapomnieć","Wideoteka","Jeden Osiem L",2003-01-01,209040,60,,1970-01-01T00:00:00Z,"disco polo","MyMusic",0.722,0.593,9,-6.388,1,0.236,0.48,0.00000671,0.147,0.393,84.93,4
spotify:track:4D7BCuvgdJlYvlX5WlN54t,"You're On Your Own, Kid","Midnights","Taylor Swift",2022-10-21,194206,79,,1970-01-01T00:00:00Z,"","Taylor Swift",0.696,0.39,2,-10.331,1,0.0616,0.447,0.0000155,0.125,0.395,120.032,4
spotify:track:7rrTaTfbMuU04l0C0wXHRm,"16mm","Plastelina EP","Lordofon",2019-12-12,184983,40,,1970-01-01T00:00:00Z,"","Sony Music Entertainment",0.637,0.522,8,-12.81,1,0.0571,0.441,0,0.232,0.283,113.068,4
spotify:track:0gEyKnHvgkrkBM6fbeHdwK,"Linger","Everybody Else Is Doing It, So Why Can't We?","The Cranberries",1993-03-01,274706,86,,1970-01-01T00:00:00Z,"","Island Records",0.439,0.434,7,-14.918,1,0.0265,0.0783,0.0000518,0.14,0.204,94.843,4
spotify:track:72FMEgHKVpGuEvpZgwz9uH,"co to za bluza lanek?","Hotel Maffija 2","SB Maffija,Lanek,Kinny Zimmer,Pedro,francis",2022-01-28,192480,51,,1970-01-01T00:00:00Z,"","SBM Label",0.854,0.789,10,-8.035,0,0.27,0.225,0,0.0818,0.815,125.985,4
spotify:track:6GJdFTOm23lC5bqjYSMJTj,"Prom Queen","Prom Queen","Beach Bunny",2018-08-10,136562,81,,1970-01-01T00:00:00Z,"","Mom+Pop",0.534,0.795,4,-7.487,1,0.0471,0.00037,0.009,0.139,0.76,143.312,4
spotify:track:1kFlDnWmBTvCBxxeGDpIdp,"7 Years (Remix)","7 Years (Remix)","Sik World",2016-06-04,134197,64,,1970-01-01T00:00:00Z,"","Sik World",0.811,0.609,10,-8.376,1,0.0996,0.227,0,0.102,0.439,120.071,4
spotify:track:2wXioTynVwrEWYRv6R6vEj,"Void","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,203666,69,,1970-01-01T00:00:00Z,"","Columbia",0.534,0.582,5,-7.912,1,0.0401,0.047,0.0328,0.0883,0.346,84.183,4
spotify:track:2TxCwUlqaOH3TIyJqGgR91,"Mamma Mia","Abba","ABBA",1975,213266,81,,1970-01-01T00:00:00Z,"","Polar Music International AB",0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,4
spotify:track:0Lz17st4A5INY3ZESQhFNK,"Castaway","Sounds Good Feels Good (Deluxe)","5 Seconds of Summer",2015-10-23,214679,53,,1970-01-01T00:00:00Z,"","Capitol",0.538,0.898,8,-4.476,1,0.0511,0.000824,0,0.0637,0.774,159.995,4
spotify:track:5UXJzLFdBn6u9FJTCnoHrH,"Memories","Superache","Conan Gray",2022-06-24,248818,81,,1970-01-01T00:00:00Z,"","Republic Records",0.34,0.684,11,-6.306,1,0.044,0.00979,0,0.348,0.556,112.969,4
spotify:track:6GI4rgcKBRwbi9hN84ErdW,"Go Solo","The Pleasant Trees","Tom Rosenthal",2014-09-01,142280,69,,1970-01-01T00:00:00Z,"","Audio Network",0.59,0.0913,1,-12.906,1,0.0389,0.985,0.0408,0.125,0.208,78.407,4
spotify:track:7niKvvcvyBcVqADldDftBj,"Lawenda","Hotel Maffija 2","SB Maffija,White 2115,Białas,Kinny Zimmer,Pedro,francis,Bedoes 2115",2022-01-28,214253,60,,1970-01-01T00:00:00Z,"","SBM Label",0.638,0.543,9,-8.076,1,0.0515,0.656,0,0.118,0.587,74.956,4
spotify:track:0IzF2RW5WoYTFXcnLtxfjX,"San Francisco","Sounds Good Feels Good (Deluxe)","5 Seconds of Summer",2015-10-23,259305,47,,1970-01-01T00:00:00Z,"","Capitol",0.374,0.847,6,-6.006,1,0.0401,0.00983,0,0.173,0.193,105.008,4
spotify:track:2GBjsCkCpR5w8Zri9aE49H,"Interlude: I'm Not Angry Anymore","Paramore","Paramore",2013-04-05,52600,64,,1970-01-01T00:00:00Z,"pop punk,emo,emo pop","Fueled By Ramen",0.469,0.309,7,-13.694,1,0.091,0.965,0,0.115,0.235,112.412,4
spotify:track:6uvh0In7u1Xn4HgxOfAn8O,"Matilda","Harry's House","Harry Styles",2022-05-20,245964,81,,1970-01-01T00:00:00Z,"","Columbia",0.507,0.294,2,-10,1,0.04,0.896,0.0000197,0.0966,0.386,114.199,4
spotify:track:5XeFesFbtLpXzIVDNQP22n,"I Wanna Be Yours","AM","Arctic Monkeys",2013-09-09,183956,94,,1970-01-01T00:00:00Z,"indie,garage rock","Domino Recording Co",0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
spotify:track:691NxyycrqSWH5vZ19Jzm2,"Permanent Vacation","Sounds Good Feels Good (Deluxe)","5 Seconds of Summer",2015-10-23,205914,52,,1970-01-01T00:00:00Z,"","Capitol",0.548,0.937,8,-4.073,1,0.0535,0.00242,0,0.353,0.745,155.036,4
spotify:track:7u67sgTIVLxqkQTDIBTw2K,"Midas","Midas","Sentino",2022-05-20,224000,50,,1970-01-01T00:00:00Z,"","BNP.GLOBAL",0.697,0.802,5,-6.274,0,0.129,0.0408,0.111,0.372,0.456,150.047,4
