"city","concert_id","opener_ar1","opener_ar2","date","tick_sales","is_mashup_1","surp_1","album_1","is_mashup_2","surp_2","album_2","cancel","cancel_cause","wkt_geom","place","x","y","lon","lat"
"Glendale",1,"Paramore","Gayle","17.03.2023",78600,"false","Mirrorball","folklore","false","Tim McGraw","Taylor Swift (debut)","false","","Point (-112.26266821610485636 33.52772634311506295)","State Farm Stadium","-112.263","33.528",-118.2478471,34.1469416
"Glendale",2,"Paramore","Gayle","18.03.2023",78600,"false","This Is Me Trying","folklore","false","State of Grace","Red","false","","Point (-112.26266821610485636 33.52772634311506295)","State Farm Stadium","-122.263","33.528",-118.2478471,34.1469416
"Las Vegas",3,"Beabadoobee","Gayle","24.03.2023",71835,"false","Our Song","Taylor Swift (debut)","false","Snow on the Beach","Midnights","false","","Point (-115.18330431355067844 36.09074577844533138)","Allegiant Stadium","-115.183","36.091",-115.1463536,36.171697
"Las Vegas",4,"Beabadoobee","Gayle","25.03.2023",71835,"false","Cowboy like Me","evermore","false","White Horse","Fearless","false","","Point (-115.18330431355067844 36.09074577844533138)","Allegiant Stadium","-115.183","36.091",-115.1463536,36.171697
"Arlington",5,"Muna","Gayle","31.03.2023",105000,"false","Sad Beautiful Tragic","Red","false","Ours","Speak Now","false","","Point (-97.09292585262728892 32.74779430872554542)","AT&T Stadium","-97.093","32.748",-97.1071186,32.7355816
"Arlington",6,"Beabadoobee","Gracie Abrams","01.04.2023",105000,"false","Death by a Thousand Cuts","Lover","false","Clean","1989","false","","Point (-97.09292585262728892 32.74779430872554542)","AT&T Stadium","-97.093","32.748",-97.1071186,32.7355816
"Arlington",7,"Beabadoobee","Gracie Abrams","02.04.2023",105000,"false","Jump then Fall","Fearless","false","The Lucky One","Red","false","","Point (-97.09292585262728892 32.74779430872554542)","AT&T Stadium","-97.093","32.748",-97.1071186,32.7355816
"Tampa",8,"Beabadoobee","Gayle","13.04.2023",75000,"false","Speak Now","Speak Now","false","Treacherous","Red","false","","Point (-82.50334858637130253 27.97596826762611855)","Raymond James Stadium","-82.503","27.976",-82.458444,27.9477595
"Tampa",9,"Beabadoobee","Gracie Abrams","14.04.2023",75000,"false","The Great War","Midnights","false","You're on Your Own, Kid","Midnights","false","","Point (-82.50334858637130253 27.97596826762611855)","Raymond James Stadium","-82.503","27.976",-82.458444,27.9477595
"Tampa",10,"Beabadoobee","Gracie Abrams","15.04.2023",75000,"false","Mean","Speak Now","false","Mad Woman","folklore","false","","Point (-82.50334858637130253 27.97596826762611855)","Raymond James Stadium","-82.503","27.976",-82.458444,27.9477595
"Houston",11,"Beabadoobee","Gracie Abrams","21.04.2023",80000,"false","Wonderland","1989","false","You're Not Sorry","Fearless","false","","Point (-95.41081146021359416 29.68484946068184982)","NRG Stadium","-95.411","29.685",-95.3676974,29.7589382
"Houston",12,"Beabadoobee","Gracie Abrams","22.04.2023",80000,"false","A Place in This World","Taylor Swift (debut)","false","Today Was a Fairytale","Fearless","false","","Point (-95.41081146021359416 29.68484946068184982)","NRG Stadium","-95.411","29.685",-95.3676974,29.7589382
"Houston",13,"Beabadoobee","Gracie Abrams","23.04.2023",80000,"false","Begin Again","Red","false","Cold as You","Taylor Swift (debut)","false","","Point (-95.41081146021359416 29.68484946068184982)","NRG Stadium","-95.411","29.685",-95.3676974,29.7589382
"Atlanta",14,"Beabadoobee","Gracie Abrams","28.04.2023",75000,"false","The Other Side of the Door","Fearless","false","Coney Island","evermore","false","","Point (-84.40082603024616503 33.75541064808440694)","Mercedes-Benz Stadium","-84.401","33.755",-84.3898151,33.7544657
"Atlanta",15,"Beabadoobee","Gracie Abrams","29.04.2023",75000,"false","High Infidelity","Midnights","false","Gorgeous","Reputation","false","","Point (-84.40082603024616503 33.75541064808440694)","Mercedes-Benz Stadium","-84.401","33.755",-84.3898151,33.7544657
"Atlanta",16,"Muna","Gayle","30.04.2023",75000,"false","I Bet You Think About Me","Red","false","How You Get the Girl","1989","false","","Point (-84.40082603024616503 33.75541064808440694)","Mercedes-Benz Stadium","-84.401","33.755",-84.3898151,33.7544657
"Nashville",17,"Phoebe Bridgers","Gracie Abrams","05.05.2023",70000,"false","Sparks Fly","Speak Now","false","Teardrops on My Guitar","Taylor Swift (debut)","false","","Point (-86.77126340389156667 36.1664745734879034)","Nissan Stadium","-86.771","36.166",-86.7742984,36.1622767
"Nashville",18,"Phoebe Bridgers","Gayle","06.05.2023",70000,"false","Out of the Woods","1989","false","Fifteen","Fearless","false","","Point (-86.77126340389156667 36.1664745734879034)","Nissan Stadium","-86.771","36.166",-86.7742984,36.1622767
"Nashville",19,"","","07.05.2023",70000,"false","Would've, Could've, Should've","Midnights","false","Mine","Speak Now","false","","Point (-86.77126340389156667 36.1664745734879034)","Nissan Stadium","-86.771","36.166",-86.7742984,36.1622767
"Philadelphia",20,"Phoebe Bridgers","Gayle","12.05.2023",70000,"false","Gold Rush","evermore","false","Come Back... Be Here","Red","false","","Point (-75.16747036844859053 39.90086539829642476)","Lincoln Financial Field","-75.167","39.901",-75.1635262,39.9527237
"Philadelphia",21,"Phoebe Bridgers","Gayle","13.05.2023",70000,"false","Forever & Always","Fearless","false","This Love","1989","false","","Point (-75.16747036844859053 39.90086539829642476)","Lincoln Financial Field","-75.167","39.901",-75.1635262,39.9527237
"Philadelphia",22,"Phoebe Bridgers","Gracie Abrams","14.05.2023",70000,"false","Hey Stephen","Fearless","false","The Best Day","Fearless","false","","Point (-75.16747036844859053 39.90086539829642476)","Lincoln Financial Field","-75.167","39.901",-75.1635262,39.9527237
"Foxborough",23,"Phoebe Bridgers","Gayle","19.05.2023",66000,"false","Should've Said No","Taylor Swift (debut)","false","Better Man","Red","false","","Point (-71.26434777486812777 42.09095532227437531)","Gillette Stadium","-71.264","42.091",-71.2478308,42.0653768
"Foxborough",24,"Phoebe Bridgers","Gayle","20.05.2023",66000,"false","Question...?","Midnights","false","Invisible","Taylor Swift (debut)","false","","Point (-71.26434777486812777 42.09095532227437531)","Gillette Stadium","-71.264","42.091",-71.2478308,42.0653768
"Foxborough",25,"Phoebe Bridgers","Gracie Abrams","21.05.2023",66000,"false","I Think He Knows","Lover","false","Red","Red","false","","Point (-71.26434777486812777 42.09095532227437531)","Gillette Stadium","-71.264","42.091",-71.2478308,42.0653768
"East Rutherford",26,"Phoebe Bridgers","Gayle","26.05.2023",89000,"false","Getaway Car","Reputation","false","Maroon","Midnights","false","","Point (-74.07434106779372485 40.81351765866606485)","MetLife Stadium","-74.074","40.814",-74.0970865,40.833989
"East Rutherford",27,"Phoebe Bridgers","Gracie Abrams","27.05.2023",89000,"false","Holy Ground","Red","false","False God","Lover","false","","Point (-74.07434106779372485 40.81351765866606485)","MetLife Stadium","-74.074","40.814",-74.0970865,40.833989
"East Rutherford",28,"Phoebe Bridgers","Owenn","28.05.2023",89000,"false","Welcome to New York","1989","false","Clean","1989","false","","Point (-74.07434106779372485 40.81351765866606485)","MetLife Stadium","-74.074","40.814",-74.0970865,40.833989
"Chicago",29,"Girl in Red","Owenn","02.06.2023",62000,"false","I Wish You Would","1989","false","The Lakes","folklore","false","","Point (-87.61670113190605491 41.86227691207081136)","Soldier Field","-87.617","41.862",-87.6244212,41.8755616
"Chicago",30,"Girl in Red","Owenn","03.06.2023",62000,"false","You All Over Me","Fearless","false","I Don't Wanna Live Forever","Other","false","","Point (-87.61670113190605491 41.86227691207081136)","Soldier Field","-87.617","41.862",-87.6244212,41.8755616
"Chicago",31,"Muna","Gracie Abrams","04.06.2023",62000,"false","Hits Different","Midnights","false","The Moment I Knew","Red","false","","Point (-87.61670113190605491 41.86227691207081136)","Soldier Field","-87.617","41.862",-87.6244212,41.8755616
"Detroit",32,"Girl in Red","Gracie Abrams","09.06.2023",78000,"false","Haunted","Speak Now","false","I Almost Do","Red","false","","Point (-83.04560145761955425 42.33994942755603574)","Ford Field","-83.046","42.34",-83.0466403,42.3315509
"Detroit",33,"Girl in Red","Owenn","10.06.2023",78000,"false","All You Had to Do Was Stay","1989","false","Breathe","Fearless","false","","Point (-83.04560145761955425 42.33994942755603574)","Ford Field","-83.046","42.34",-83.0466403,42.3315509
"Pittsburgh",34,"Girl in Red","Gracie Abrams","16.06.2023",75000,"false","Mr. Perfectly Fine","Fearless","false","The Last Time","Red","false","","Point (-80.01576636321433966 40.44675319884631648)","Acrisure Stadium","-80.016","40.447",-79.9900861,40.4416941
"Pittsburgh",35,"Girl in Red","Owenn","17.06.2023",75000,"false","The Story of Us","Speak Now","false","Seven","folklore","false","","Point (-80.01576636321433966 40.44675319884631648)","Acrisure Stadium","-80.016","40.447",-79.9900861,40.4416941
"Minneapolis",36,"Girl in Red","Gracie Abrams","23.06.2023",73000,"false","Paper Rings","Lover","false","If This Was a Movie","Fearless","false","","Point (-93.25747560021990523 44.97361309283820674)","U.S. Bank Stadium","-93.257","44.974",-93.2654692,44.9772995
"Minneapolis",37,"Girl in Red","Owenn","24.06.2023",73000,"false","Dear John","Speak Now","false","Daylight","Lover","false","","Point (-93.25747560021990523 44.97361309283820674)","U.S. Bank Stadium","-93.257","44.974",-93.2654692,44.9772995
"Cincinnati",38,"Muna","Gracie Abrams","30.06.2023",66000,"false","I'm Only Me When I'm with You","Taylor Swift (debut)","false","Evermore","evermore","false","","Point (-84.51605562478997058 39.09541944125799517)","Paycor Stadium","-84.516","39.095",-84.5124602,39.1014537
"Cincinnati",39,"Muna","","01.07.2023",66000,"false","Ivy ","evermore","false","Call It What You Want","Reputation","false","","Point (-84.51605562478997058 39.09541944125799517)","Paycor Stadium","-84.516","39.095",-84.5124602,39.1014537
"Kansas City",40,"Muna","Gracie Abrams","07.07.2023",77000,"false","Never Grow Up","Speak Now","false","When Emma Falls in Love","Speak Now","false","","Point (-94.48398521915464698 39.04895150910008539)","Arrowhead Stadium","-94.484","39.049",-94.5781416,39.100105
"Kansas City",41,"Muna","Gracie Abrams","08.07.2023",77000,"false","Last Kiss","Speak Now","false","Dorothea","evermore","false","","Point (-94.48398521915464698 39.04895150910008539)","Arrowhead Stadium","-94.484","39.049",-94.5781416,39.100105
"Denver",42,"Muna","Gracie Abrams","14.07.2023",84000,"false","Picture to Burn","Taylor Swift (debut)","false","Timeless","Speak Now","false","","Point (-105.02012675556248666 39.74393086788155927)","Empower Field at Mile High","-105.02","39.744",-104.984862,39.7392364
"Denver",43,"Muna","Gracie Abrams","15.07.2023",84000,"false","Starlight","Red","false","Back to December","Speak Now","false","","Point (-105.02012675556248666 39.74393086788155927)","Empower Field at Mile High","-105.02","39.744",-104.984862,39.7392364
"Seattle",44,"Haim","Gracie Abrams","22.07.2023",72000,"false","This Is Why We Can't Have Nice Things","Reputation","false","Everything Has Changed","Red","false","","Point (-122.33165451854452499 47.59515622509446331)","Lumen Field","-122.332","47.595",-122.330062,47.6038321
"Seattle",45,"Haim","Gracie Abrams","23.07.2023",72000,"false","Message in a Bottle","Red","false","Tied Together with a Smile","Taylor Swift (debut)","false","","Point (-122.33165451854452499 47.59515622509446331)","Lumen Field","-122.332","47.595",-122.330062,47.6038321
"Santa Clara",46,"Haim","Gracie Abrams","28.07.2023",69000,"false","Right Where You Left Me","evermore","false","Castles Crumbling","Speak Now","false","","Point (-121.96980392975264351 37.40319044015576111)","Levi's Stadium","-121.97","37.403",-121.955174,37.3541132
"Santa Clara",47,"Haim","Gracie Abrams","29.07.2023",69000,"false","Stay Stay Stay","Red","false","All of the Girls You Loved Before","Lover","false","","Point (-121.96980392975264351 37.40319044015576111)","Levi's Stadium","-121.97","37.403",-121.955174,37.3541132
"Los Angeles",48,"Haim","Gracie Abrams","03.08.2023",100240,"false","I Can See You","Speak Now","false","Maroon","Midnights","false","","Point (-118.3386770028803312 33.9531794319201623)","SoFi Stadium","-118.339","33.953",-118.242766,34.0536909
"Los Angeles",49,"Haim","Owenn","04.08.2023",100240,"false","Our Song","Taylor Swift (debut)","false","You Are in Love","1989","false","","Point (-118.3386770028803312 33.9531794319201623)","SoFi Stadium","-118.339","33.953",-118.242766,34.0536909
