"Kod";"Nazwa";"ogółem;2002;[-]";"ogółem;2003;[-]";"ogółem;2004;[-]";"ogółem;2005;[-]";"ogółem;2006;[-]";"ogółem;2007;[-]";"ogółem;2008;[-]";"ogółem;2009;[-]";"ogółem;2010;[-]";"ogółem;2011;[-]";"ogółem;2012;[-]";"ogółem;2013;[-]";"ogółem;2014;[-]";"ogółem;2015;[-]";"ogółem;2016;[-]";"ogółem;2017;[-]";"ogółem;2018;[-]";"ogółem;2019;[-]";"ogółem;2020;[-]";"ogółem;2021;[-]";"ogółem;2022;[-]";"ogółem;2023;[-]";
0000000;"POLSKA";5,0;5,1;5,0;5,4;5,9;6,5;6,8;6,6;5,9;5,4;5,3;4,7;4,9;4,9;5,0;5,0;5,0;4,8;3,8;4,4;4,1;3,9;
