"Kod";"Nazwa";"ogółem;ogółem;2021;[osoba]";"ogółem;0-4;2021;[osoba]";"ogółem;5-9;2021;[osoba]";"ogółem;10-14;2021;[osoba]";"ogółem;15-19;2021;[osoba]";"ogółem;20-24;2021;[osoba]";"ogółem;25-29;2021;[osoba]";"ogółem;30-34;2021;[osoba]";"ogółem;35-39;2021;[osoba]";"ogółem;40-44;2021;[osoba]";"ogółem;45-49;2021;[osoba]";"ogółem;50-54;2021;[osoba]";"ogółem;55-59;2021;[osoba]";"ogółem;60-64;2021;[osoba]";"ogółem;65-69;2021;[osoba]";"ogółem;70-74;2021;[osoba]";"ogółem;75-79;2021;[osoba]";"ogółem;80-84;2021;[osoba]";"ogółem;85-89;2021;[osoba]";"ogółem;90 i więcej;2021;[osoba]";"mężczyźni;ogółem;2021;[osoba]";"mężczyźni;0-4;2021;[osoba]";"mężczyźni;5-9;2021;[osoba]";"mężczyźni;10-14;2021;[osoba]";"mężczyźni;15-19;2021;[osoba]";"mężczyźni;20-24;2021;[osoba]";"mężczyźni;25-29;2021;[osoba]";"mężczyźni;30-34;2021;[osoba]";"mężczyźni;35-39;2021;[osoba]";"mężczyźni;40-44;2021;[osoba]";"mężczyźni;45-49;2021;[osoba]";"mężczyźni;50-54;2021;[osoba]";"mężczyźni;55-59;2021;[osoba]";"mężczyźni;60-64;2021;[osoba]";"mężczyźni;65-69;2021;[osoba]";"mężczyźni;70-74;2021;[osoba]";"mężczyźni;75-79;2021;[osoba]";"mężczyźni;80-84;2021;[osoba]";"mężczyźni;85-89;2021;[osoba]";"mężczyźni;90 i więcej;2021;[osoba]";"kobiety;ogółem;2021;[osoba]";"kobiety;0-4;2021;[osoba]";"kobiety;5-9;2021;[osoba]";"kobiety;10-14;2021;[osoba]";"kobiety;15-19;2021;[osoba]";"kobiety;20-24;2021;[osoba]";"kobiety;25-29;2021;[osoba]";"kobiety;30-34;2021;[osoba]";"kobiety;35-39;2021;[osoba]";"kobiety;40-44;2021;[osoba]";"kobiety;45-49;2021;[osoba]";"kobiety;50-54;2021;[osoba]";"kobiety;55-59;2021;[osoba]";"kobiety;60-64;2021;[osoba]";"kobiety;65-69;2021;[osoba]";"kobiety;70-74;2021;[osoba]";"kobiety;75-79;2021;[osoba]";"kobiety;80-84;2021;[osoba]";"kobiety;85-89;2021;[osoba]";"kobiety;90 i więcej;2021;[osoba]";
0000000;"POLSKA";38036118;1906404;1965011;2066391;1761972;1928464;2353503;2786349;3214593;3070840;2711921;2273624;2284283;2624326;2488397;1924848;1022942;851189;531321;269740;18388894;979050;1009243;1059915;902910;983366;1196318;1415125;1628798;1549541;1360984;1128927;1112409;1232125;1114447;811899;393924;287443;156737;65733;19647224;927354;955768;1006476;859062;945098;1157185;1371224;1585795;1521299;1350937;1144697;1171874;1392201;1373950;1112949;629018;563746;374584;204007;
