"Kod";"Nazwa";"urodzenia żywe na 1000 ludności;2002;[-]";"urodzenia żywe na 1000 ludności;2003;[-]";"urodzenia żywe na 1000 ludności;2004;[-]";"urodzenia żywe na 1000 ludności;2005;[-]";"urodzenia żywe na 1000 ludności;2006;[-]";"urodzenia żywe na 1000 ludności;2007;[-]";"urodzenia żywe na 1000 ludności;2008;[-]";"urodzenia żywe na 1000 ludności;2009;[-]";"urodzenia żywe na 1000 ludności;2010;[-]";"urodzenia żywe na 1000 ludności;2011;[-]";"urodzenia żywe na 1000 ludności;2012;[-]";"urodzenia żywe na 1000 ludności;2013;[-]";"urodzenia żywe na 1000 ludności;2014;[-]";"urodzenia żywe na 1000 ludności;2015;[-]";"urodzenia żywe na 1000 ludności;2016;[-]";"urodzenia żywe na 1000 ludności;2017;[-]";"urodzenia żywe na 1000 ludności;2018;[-]";"urodzenia żywe na 1000 ludności;2019;[-]";"urodzenia żywe na 1000 ludności;2020;[-]";"urodzenia żywe na 1000 ludności;2021;[-]";"urodzenia żywe na 1000 ludności;2022;[-]";"urodzenia żywe na 1000 ludności;2023;[-]";"zgony na 1000 ludności;2002;[-]";"zgony na 1000 ludności;2003;[-]";"zgony na 1000 ludności;2004;[-]";"zgony na 1000 ludności;2005;[-]";"zgony na 1000 ludności;2006;[-]";"zgony na 1000 ludności;2007;[-]";"zgony na 1000 ludności;2008;[-]";"zgony na 1000 ludności;2009;[-]";"zgony na 1000 ludności;2010;[-]";"zgony na 1000 ludności;2011;[-]";"zgony na 1000 ludności;2012;[-]";"zgony na 1000 ludności;2013;[-]";"zgony na 1000 ludności;2014;[-]";"zgony na 1000 ludności;2015;[-]";"zgony na 1000 ludności;2016;[-]";"zgony na 1000 ludności;2017;[-]";"zgony na 1000 ludności;2018;[-]";"zgony na 1000 ludności;2019;[-]";"zgony na 1000 ludności;2020;[-]";"zgony na 1000 ludności;2021;[-]";"zgony na 1000 ludności;2022;[-]";"zgony na 1000 ludności;2023;[-]";"przyrost naturalny na 1000 ludności;2002;[-]";"przyrost naturalny na 1000 ludności;2003;[-]";"przyrost naturalny na 1000 ludności;2004;[-]";"przyrost naturalny na 1000 ludności;2005;[-]";"przyrost naturalny na 1000 ludności;2006;[-]";"przyrost naturalny na 1000 ludności;2007;[-]";"przyrost naturalny na 1000 ludności;2008;[-]";"przyrost naturalny na 1000 ludności;2009;[-]";"przyrost naturalny na 1000 ludności;2010;[-]";"przyrost naturalny na 1000 ludności;2011;[-]";"przyrost naturalny na 1000 ludności;2012;[-]";"przyrost naturalny na 1000 ludności;2013;[-]";"przyrost naturalny na 1000 ludności;2014;[-]";"przyrost naturalny na 1000 ludności;2015;[-]";"przyrost naturalny na 1000 ludności;2016;[-]";"przyrost naturalny na 1000 ludności;2017;[-]";"przyrost naturalny na 1000 ludności;2018;[-]";"przyrost naturalny na 1000 ludności;2019;[-]";"przyrost naturalny na 1000 ludności;2020;[-]";"przyrost naturalny na 1000 ludności;2021;[-]";"przyrost naturalny na 1000 ludności;2022;[-]";"przyrost naturalny na 1000 ludności;2023;[-]";
0000000;"POLSKA";9,25;9,19;9,33;9,55;9,81;10,18;10,87;10,95;10,73;10,08;10,02;9,60;9,75;9,60;9,95;10,46;10,11;9,77;9,31;8,73;8,07;7,23;9,40;9,56;9,52;9,65;9,69;9,90;9,95;10,09;9,83;9,75;9,99;10,06;9,78;10,27;10,10;10,48;10,78;10,67;12,50;13,68;11,86;10,85;-0,15;-0,37;-0,19;-0,10;0,12;0,28;0,92;0,86;0,90;0,34;0,04;-0,46;-0,03;-0,67;-0,15;-0,02;-0,68;-0,91;-3,20;-4,95;-3,79;-3,62;
