COUNTRY;Country;VARIABLE;Variable;YEAR;Year;Unit Code;Unit;PowerCode Code;PowerCode;Reference Period Code;Reference Period;Value;Flag Codes;Flags
FIN;Finland;B-V-02_110_33;7501 kg - 12000 kg  ;2016;2016;TONNEKM;Tonnes-kilometres;6;Millions;;;69;;
FIN;Finland;B-V-02_110_33;7501 kg - 12000 kg  ;2017;2017;TONNEKM;Tonnes-kilometres;6;Millions;;;59;;
FIN;Finland;B-V-02_110_33;7501 kg - 12000 kg  ;2018;2018;TONNEKM;Tonnes-kilometres;6;Millions;;;38;;
FIN;Finland;B-V-02_110_34;12001 kg - 40000 kg  ;2014;2014;TONNEKM;Tonnes-kilometres;6;Millions;;;3174;;
FIN;Finland;B-V-02_110_34;12001 kg - 40000 kg  ;2015;2015;TONNEKM;Tonnes-kilometres;6;Millions;;;2948;;
FIN;Finland;B-V-02_110_34;12001 kg - 40000 kg  ;2016;2016;TONNEKM;Tonnes-kilometres;6;Millions;;;2872;;
FIN;Finland;B-V-02_110_34;12001 kg - 40000 kg  ;2017;2017;TONNEKM;Tonnes-kilometres;6;Millions;;;3468;;
FIN;Finland;B-V-02_110_34;12001 kg - 40000 kg  ;2018;2018;TONNEKM;Tonnes-kilometres;6;Millions;;;3884;;
FIN;Finland;B-V-02_110_35;Over 40000 kg  ;2014;2014;TONNEKM;Tonnes-kilometres;6;Millions;;;20059;;
FIN;Finland;B-V-02_110_35;Over 40000 kg  ;2015;2015;TONNEKM;Tonnes-kilometres;6;Millions;;;21405;;
FIN;Finland;B-V-02_110_35;Over 40000 kg  ;2016;2016;TONNEKM;Tonnes-kilometres;6;Millions;;;23819;;
FIN;Finland;B-V-02_110_35;Over 40000 kg  ;2017;2017;TONNEKM;Tonnes-kilometres;6;Millions;;;24367;;
FIN;Finland;B-V-02_110_35;Over 40000 kg  ;2018;2018;TONNEKM;Tonnes-kilometres;6;Millions;;;24436;;
FIN;Finland;B-V-03_010_00;Total goods - tonnes (1 000);2010;2010;TONNE;Tonnes;3;Thousands;;;361482;;
FIN;Finland;B-V-03_010_00;Total goods - tonnes (1 000);2011;2011;TONNE;Tonnes;3;Thousands;;;312924;;
FIN;Finland;B-V-03_010_00;Total goods - tonnes (1 000);2012;2012;TONNE;Tonnes;3;Thousands;;;293592;;
FIN;Finland;B-V-03_010_00;Total goods - tonnes (1 000);2013;2013;TONNE;Tonnes;3;Thousands;;;269450;;
FIN;Finland;B-V-03_010_00;Total goods - tonnes (1 000);2014;2014;TONNE;Tonnes;3;Thousands;;;273879;;
FIN;Finland;B-V-03_010_00;Total goods - tonnes (1 000);2015;2015;TONNE;Tonnes;3;Thousands;;;267465;;
FIN;Finland;B-V-03_010_00;Total goods - tonnes (1 000);2016;2016;TONNE;Tonnes;3;Thousands;;;274541;;
FIN;Finland;B-V-03_010_00;Total goods - tonnes (1 000);2017;2017;TONNE;Tonnes;3;Thousands;;;277866;;
FIN;Finland;B-V-03_010_00;Total goods - tonnes (1 000);2018;2018;TONNE;Tonnes;3;Thousands;;;270739;;
FIN;Finland;B-V-03_010_11;Operated for hire or reward;2010;2010;TONNE;Tonnes;3;Thousands;;;281734;;
FIN;Finland;B-V-03_010_11;Operated for hire or reward;2011;2011;TONNE;Tonnes;3;Thousands;;;256208;;
FIN;Finland;B-V-03_010_11;Operated for hire or reward;2012;2012;TONNE;Tonnes;3;Thousands;;;246608;;
FIN;Finland;B-V-03_010_11;Operated for hire or reward;2013;2013;TONNE;Tonnes;3;Thousands;;;227169;;
FIN;Finland;B-V-03_010_11;Operated for hire or reward;2014;2014;TONNE;Tonnes;3;Thousands;;;228944;;
FIN;Finland;B-V-03_010_11;Operated for hire or reward;2015;2015;TONNE;Tonnes;3;Thousands;;;230027;;
FIN;Finland;B-V-03_010_11;Operated for hire or reward;2016;2016;TONNE;Tonnes;3;Thousands;;;232767;;
FIN;Finland;B-V-03_010_11;Operated for hire or reward;2017;2017;TONNE;Tonnes;3;Thousands;;;235694;;
FIN;Finland;B-V-03_010_11;Operated for hire or reward;2018;2018;TONNE;Tonnes;3;Thousands;;;239111;;
FIN;Finland;B-V-03_010_12;Operated for own account;2010;2010;TONNE;Tonnes;3;Thousands;;;79748;;
FIN;Finland;B-V-03_010_12;Operated for own account;2011;2011;TONNE;Tonnes;3;Thousands;;;56716;;
FIN;Finland;B-V-03_010_12;Operated for own account;2012;2012;TONNE;Tonnes;3;Thousands;;;46984;;
FIN;Finland;B-V-03_010_12;Operated for own account;2013;2013;TONNE;Tonnes;3;Thousands;;;42281;;
FIN;Finland;B-V-03_010_12;Operated for own account;2014;2014;TONNE;Tonnes;3;Thousands;;;44935;;
FIN;Finland;B-V-03_010_12;Operated for own account;2015;2015;TONNE;Tonnes;3;Thousands;;;37438;;
FIN;Finland;B-V-03_010_12;Operated for own account;2016;2016;TONNE;Tonnes;3;Thousands;;;41744;;
FIN;Finland;B-V-03_010_12;Operated for own account;2017;2017;TONNE;Tonnes;3;Thousands;;;42173;;
FIN;Finland;B-V-03_010_12;Operated for own account;2018;2018;TONNE;Tonnes;3;Thousands;;;31628;;
FIN;Finland;B-V-03_110_00;Total goods - tonne-km (millions);2010;2010;TONNEKM;Tonnes-kilometres;6;Millions;;;25401;;
FIN;Finland;B-V-03_110_00;Total goods - tonne-km (millions);2011;2011;TONNEKM;Tonnes-kilometres;6;Millions;;;23770;;
FIN;Finland;B-V-03_110_00;Total goods - tonne-km (millions);2012;2012;TONNEKM;Tonnes-kilometres;6;Millions;;;21927;;
FIN;Finland;B-V-03_110_00;Total goods - tonne-km (millions);2013;2013;TONNEKM;Tonnes-kilometres;6;Millions;;;20967;;
FIN;Finland;B-V-03_110_00;Total goods - tonne-km (millions);2014;2014;TONNEKM;Tonnes-kilometres;6;Millions;;;20297;;
FIN;Finland;B-V-03_110_00;Total goods - tonne-km (millions);2015;2015;TONNEKM;Tonnes-kilometres;6;Millions;;;21432;;
FIN;Finland;B-V-03_110_00;Total goods - tonne-km (millions);2016;2016;TONNEKM;Tonnes-kilometres;6;Millions;;;24586;;
FIN;Finland;B-V-03_110_00;Total goods - tonne-km (millions);2017;2017;TONNEKM;Tonnes-kilometres;6;Millions;;;26329;;
FIN;Finland;B-V-03_110_00;Total goods - tonne-km (millions);2018;2018;TONNEKM;Tonnes-kilometres;6;Millions;;;25969;;
FIN;Finland;B-V-03_110_11;Operated for hire or reward;2010;2010;TONNEKM;Tonnes-kilometres;6;Millions;;;23604;;
FIN;Finland;B-V-03_110_11;Operated for hire or reward;2011;2011;TONNEKM;Tonnes-kilometres;6;Millions;;;21820;;
FIN;Finland;B-V-03_110_11;Operated for hire or reward;2012;2012;TONNEKM;Tonnes-kilometres;6;Millions;;;20298;;
FIN;Finland;B-V-03_110_11;Operated for hire or reward;2013;2013;TONNEKM;Tonnes-kilometres;6;Millions;;;19617;;
FIN;Finland;B-V-03_110_11;Operated for hire or reward;2014;2014;TONNEKM;Tonnes-kilometres;6;Millions;;;18933;;
FIN;Finland;B-V-03_110_11;Operated for hire or reward;2015;2015;TONNEKM;Tonnes-kilometres;6;Millions;;;19928;;
FIN;Finland;B-V-03_110_11;Operated for hire or reward;2016;2016;TONNEKM;Tonnes-kilometres;6;Millions;;;22945;;
FIN;Finland;B-V-03_110_11;Operated for hire or reward;2017;2017;TONNEKM;Tonnes-kilometres;6;Millions;;;24782;;
FIN;Finland;B-V-03_110_11;Operated for hire or reward;2018;2018;TONNEKM;Tonnes-kilometres;6;Millions;;;24633;;
FIN;Finland;B-V-03_110_12;Operated for own account;2010;2010;TONNEKM;Tonnes-kilometres;6;Millions;;;1797;;
FIN;Finland;B-V-03_110_12;Operated for own account;2011;2011;TONNEKM;Tonnes-kilometres;6;Millions;;;1950;;
FIN;Finland;B-V-03_110_12;Operated for own account;2012;2012;TONNEKM;Tonnes-kilometres;6;Millions;;;1629;;
FIN;Finland;B-V-03_110_12;Operated for own account;2013;2013;TONNEKM;Tonnes-kilometres;6;Millions;;;1350;;
FIN;Finland;B-V-03_110_12;Operated for own account;2014;2014;TONNEKM;Tonnes-kilometres;6;Millions;;;1364;;
FIN;Finland;B-V-03_110_12;Operated for own account;2015;2015;TONNEKM;Tonnes-kilometres;6;Millions;;;1504;;
FIN;Finland;B-V-03_110_12;Operated for own account;2016;2016;TONNEKM;Tonnes-kilometres;6;Millions;;;1641;;
FIN;Finland;B-V-03_110_12;Operated for own account;2017;2017;TONNEKM;Tonnes-kilometres;6;Millions;;;1547;;
FIN;Finland;B-V-03_110_12;Operated for own account;2018;2018;TONNEKM;Tonnes-kilometres;6;Millions;;;1336;;
FRA;France;B-V-01_010_00;Total passengers - Passenger-km  (millions);2010;2010;PKM;Passenger-kilometres;6;Millions;;;860672;;
FRA;France;B-V-01_010_00;Total passengers - Passenger-km  (millions);2011;2011;PKM;Passenger-kilometres;6;Millions;;;863752;;
FRA;France;B-V-01_010_00;Total passengers - Passenger-km  (millions);2012;2012;PKM;Passenger-kilometres;6;Millions;;;866611;;
FRA;France;B-V-01_010_00;Total passengers - Passenger-km  (millions);2013;2013;PKM;Passenger-kilometres;6;Millions;;;782398;;
FRA;France;B-V-01_010_00;Total passengers - Passenger-km  (millions);2014;2014;PKM;Passenger-kilometres;6;Millions;;;790856;;
FRA;France;B-V-01_010_00;Total passengers - Passenger-km  (millions);2015;2015;PKM;Passenger-kilometres;6;Millions;;;795331;;
FRA;France;B-V-01_010_00;Total passengers - Passenger-km  (millions);2016;2016;PKM;Passenger-kilometres;6;Millions;;;813199;;
FRA;France;B-V-01_010_00;Total passengers - Passenger-km  (millions);2017;2017;PKM;Passenger-kilometres;6;Millions;;;815421;;
FRA;France;B-V-01_010_00;Total passengers - Passenger-km  (millions);2018;2018;PKM;Passenger-kilometres;6;Millions;;;829514;;
FRA;France;B-V-01_010_11;Motorcycles;2013;2013;PKM;Passenger-kilometres;6;Millions;;;13932;;
FRA;France;B-V-01_010_11;Motorcycles;2014;2014;PKM;Passenger-kilometres;6;Millions;;;13932;;
FRA;France;B-V-01_010_11;Motorcycles;2015;2015;PKM;Passenger-kilometres;6;Millions;;;13932;;
FRA;France;B-V-01_010_11;Motorcycles;2016;2016;PKM;Passenger-kilometres;6;Millions;;;13932;;
FRA;France;B-V-01_010_11;Motorcycles;2017;2017;PKM;Passenger-kilometres;6;Millions;;;13932;;
FRA;France;B-V-01_010_11;Motorcycles;2018;2018;PKM;Passenger-kilometres;6;Millions;;;13983;;
FRA;France;B-V-01_010_12;Passenger cars;2010;2010;PKM;Passenger-kilometres;6;Millions;;;810793;;
FRA;France;B-V-01_010_12;Passenger cars;2011;2011;PKM;Passenger-kilometres;6;Millions;;;812656;;
FRA;France;B-V-01_010_12;Passenger cars;2012;2012;PKM;Passenger-kilometres;6;Millions;;;814994;;
FRA;France;B-V-01_010_12;Passenger cars;2013;2013;PKM;Passenger-kilometres;6;Millions;;;699016;;
FRA;France;B-V-01_010_12;Passenger cars;2014;2014;PKM;Passenger-kilometres;6;Millions;;;706944;;
FRA;France;B-V-01_010_12;Passenger cars;2015;2015;PKM;Passenger-kilometres;6;Millions;;;722859;;
FRA;France;B-V-01_010_12;Passenger cars;2016;2016;PKM;Passenger-kilometres;6;Millions;;;740354;;
FRA;France;B-V-01_010_12;Passenger cars;2017;2017;PKM;Passenger-kilometres;6;Millions;;;743355;;
FRA;France;B-V-01_010_12;Passenger cars;2018;2018;PKM;Passenger-kilometres;6;Millions;;;757077;;
FRA;France;B-V-01_010_13;"""Motor coaches, mini coaches, buses, mini buses and trolley buses """;2010;2010;PKM;Passenger-kilometres;6;Millions;;;49879;;
FRA;France;B-V-01_010_13;"""Motor coaches, mini coaches, buses, mini buses and trolley buses """;2011;2011;PKM;Passenger-kilometres;6;Millions;;;51096;;
FRA;France;B-V-01_010_13;"""Motor coaches, mini coaches, buses, mini buses and trolley buses """;2012;2012;PKM;Passenger-kilometres;6;Millions;;;51617;;
FRA;France;B-V-01_010_13;"""Motor coaches, mini coaches, buses, mini buses and trolley buses """;2013;2013;PKM;Passenger-kilometres;6;Millions;;;69450;;
FRA;France;B-V-01_010_13;"""Motor coaches, mini coaches, buses, mini buses and trolley buses """;2014;2014;PKM;Passenger-kilometres;6;Millions;;;69980;;
FRA;France;B-V-01_010_13;"""Motor coaches, mini coaches, buses, mini buses and trolley buses """;2015;2015;PKM;Passenger-kilometres;6;Millions;;;58540;;
FRA;France;B-V-01_010_13;"""Motor coaches, mini coaches, buses, mini buses and trolley buses """;2016;2016;PKM;Passenger-kilometres;6;Millions;;;58913;;
FRA;France;B-V-01_010_13;"""Motor coaches, mini coaches, buses, mini buses and trolley buses """;2017;2017;PKM;Passenger-kilometres;6;Millions;;;58134;;
FRA;France;B-V-01_010_13;"""Motor coaches, mini coaches, buses, mini buses and trolley buses """;2018;2018;PKM;Passenger-kilometres;6;Millions;;;58505;;
FRA;France;B-V-02_010_00;Total goods - tonnes (1 000);2010;2010;TONNE;Tonnes;3;Thousands;;;2015327;;
FRA;France;B-V-02_010_00;Total goods - tonnes (1 000);2011;2011;TONNE;Tonnes;3;Thousands;;;2092216;;
FRA;France;B-V-02_010_00;Total goods - tonnes (1 000);2012;2012;TONNE;Tonnes;3;Thousands;;;2008225;;
FRA;France;B-V-02_010_00;Total goods - tonnes (1 000);2013;2013;TONNE;Tonnes;3;Thousands;;;2001417;;
FRA;France;B-V-02_010_00;Total goods - tonnes (1 000);2014;2014;TONNE;Tonnes;3;Thousands;;;1918321;;
FRA;France;B-V-02_010_00;Total goods - tonnes (1 000);2015;2015;TONNE;Tonnes;3;Thousands;;;1797053;;
FRA;France;B-V-02_010_00;Total goods - tonnes (1 000);2016;2016;TONNE;Tonnes;3;Thousands;;;1727350;;
FRA;France;B-V-02_010_00;Total goods - tonnes (1 000);2017;2017;TONNE;Tonnes;3;Thousands;;;1714165;;
FRA;France;B-V-02_010_00;Total goods - tonnes (1 000);2018;2018;TONNE;Tonnes;3;Thousands;;;1806337;;
FRA;France;B-V-02_010_11;Operated for hire or reward;2010;2010;TONNE;Tonnes;3;Thousands;;;1235977;;
FRA;France;B-V-02_010_11;Operated for hire or reward;2011;2011;TONNE;Tonnes;3;Thousands;;;1268699;;
FRA;France;B-V-02_010_11;Operated for hire or reward;2012;2012;TONNE;Tonnes;3;Thousands;;;1191235;;
FRA;France;B-V-02_010_11;Operated for hire or reward;2013;2013;TONNE;Tonnes;3;Thousands;;;1166131;;
FRA;France;B-V-02_010_11;Operated for hire or reward;2014;2014;TONNE;Tonnes;3;Thousands;;;1096326;;
FRA;France;B-V-02_010_11;Operated for hire or reward;2015;2015;TONNE;Tonnes;3;Thousands;;;1000898;;
FRA;France;B-V-02_010_11;Operated for hire or reward;2016;2016;TONNE;Tonnes;3;Thousands;;;970345;;
FRA;France;B-V-02_010_11;Operated for hire or reward;2017;2017;TONNE;Tonnes;3;Thousands;;;995707;;
FRA;France;B-V-02_010_11;Operated for hire or reward;2018;2018;TONNE;Tonnes;3;Thousands;;;1065823;;
FRA;France;B-V-02_010_12;Operated for own account;2010;2010;TONNE;Tonnes;3;Thousands;;;779351;;
FRA;France;B-V-02_010_12;Operated for own account;2011;2011;TONNE;Tonnes;3;Thousands;;;823516;;
FRA;France;B-V-02_010_12;Operated for own account;2012;2012;TONNE;Tonnes;3;Thousands;;;816990;;
FRA;France;B-V-02_010_12;Operated for own account;2013;2013;TONNE;Tonnes;3;Thousands;;;835286;;
FRA;France;B-V-02_010_12;Operated for own account;2014;2014;TONNE;Tonnes;3;Thousands;;;821994;;
FRA;France;B-V-02_010_12;Operated for own account;2015;2015;TONNE;Tonnes;3;Thousands;;;796155;;
FRA;France;B-V-02_010_12;Operated for own account;2016;2016;TONNE;Tonnes;3;Thousands;;;757005;;
FRA;France;B-V-02_010_12;Operated for own account;2017;2017;TONNE;Tonnes;3;Thousands;;;718457;;
FRA;France;B-V-02_010_12;Operated for own account;2018;2018;TONNE;Tonnes;3;Thousands;;;740514;;
FRA;France;B-V-02_010_21;National transport in the reporting country;2010;2010;TONNE;Tonnes;3;Thousands;;;1964845;;
FRA;France;B-V-02_010_21;National transport in the reporting country;2011;2011;TONNE;Tonnes;3;Thousands;;;2042599;;
FRA;France;B-V-02_010_21;National transport in the reporting country;2012;2012;TONNE;Tonnes;3;Thousands;;;1963147;;
FRA;France;B-V-02_010_21;National transport in the reporting country;2013;2013;TONNE;Tonnes;3;Thousands;;;1955147;;
FRA;France;B-V-02_010_21;National transport in the reporting country;2014;2014;TONNE;Tonnes;3;Thousands;;;1871376;;
FRA;France;B-V-02_010_21;National transport in the reporting country;2015;2015;TONNE;Tonnes;3;Thousands;;;1756386;;
FRA;France;B-V-02_010_21;National transport in the reporting country;2016;2016;TONNE;Tonnes;3;Thousands;;;1685721;;
FRA;France;B-V-02_010_21;National transport in the reporting country;2017;2017;TONNE;Tonnes;3;Thousands;;;1670585;;
FRA;France;B-V-02_010_21;National transport in the reporting country;2018;2018;TONNE;Tonnes;3;Thousands;;;1762963;;
FRA;France;B-V-02_010_22;International transport loaded in the territory of the reporting country;2010;2010;TONNE;Tonnes;3;Thousands;;;23547;;
FRA;France;B-V-02_010_22;International transport loaded in the territory of the reporting country;2011;2011;TONNE;Tonnes;3;Thousands;;;22848;;
FRA;France;B-V-02_010_22;International transport loaded in the territory of the reporting country;2012;2012;TONNE;Tonnes;3;Thousands;;;19337;;
FRA;France;B-V-02_010_22;International transport loaded in the territory of the reporting country;2013;2013;TONNE;Tonnes;3;Thousands;;;21544;;
FRA;France;B-V-02_010_22;International transport loaded in the territory of the reporting country;2014;2014;TONNE;Tonnes;3;Thousands;;;22544;;
FRA;France;B-V-02_010_22;International transport loaded in the territory of the reporting country;2015;2015;TONNE;Tonnes;3;Thousands;;;19214;;
FRA;France;B-V-02_010_22;International transport loaded in the territory of the reporting country;2016;2016;TONNE;Tonnes;3;Thousands;;;22063;;
FRA;France;B-V-02_010_22;International transport loaded in the territory of the reporting country;2017;2017;TONNE;Tonnes;3;Thousands;;;22135;;
FRA;France;B-V-02_010_22;International transport loaded in the territory of the reporting country;2018;2018;TONNE;Tonnes;3;Thousands;;;22008;;
FRA;France;B-V-02_010_23;International transport unloaded in the territory of the reporting country;2010;2010;TONNE;Tonnes;3;Thousands;;;24317;;
FRA;France;B-V-02_010_23;International transport unloaded in the territory of the reporting country;2011;2011;TONNE;Tonnes;3;Thousands;;;24286;;
FRA;France;B-V-02_010_23;International transport unloaded in the territory of the reporting country;2012;2012;TONNE;Tonnes;3;Thousands;;;23502;;
FRA;France;B-V-02_010_23;International transport unloaded in the territory of the reporting country;2013;2013;TONNE;Tonnes;3;Thousands;;;22052;;
FRA;France;B-V-02_010_23;International transport unloaded in the territory of the reporting country;2014;2014;TONNE;Tonnes;3;Thousands;;;22259;;
FRA;France;B-V-02_010_23;International transport unloaded in the territory of the reporting country;2015;2015;TONNE;Tonnes;3;Thousands;;;18400;;
FRA;France;B-V-02_010_23;International transport unloaded in the territory of the reporting country;2016;2016;TONNE;Tonnes;3;Thousands;;;16973;;
FRA;France;B-V-02_010_23;International transport unloaded in the territory of the reporting country;2017;2017;TONNE;Tonnes;3;Thousands;;;18961;;
FRA;France;B-V-02_010_23;International transport unloaded in the territory of the reporting country;2018;2018;TONNE;Tonnes;3;Thousands;;;17433;;
FRA;France;B-V-02_010_24;Cross trade transport;2010;2010;TONNE;Tonnes;3;Thousands;;;607;;
FRA;France;B-V-02_010_24;Cross trade transport;2011;2011;TONNE;Tonnes;3;Thousands;;;602;;
FRA;France;B-V-02_010_24;Cross trade transport;2012;2012;TONNE;Tonnes;3;Thousands;;;636;;
FRA;France;B-V-02_010_24;Cross trade transport;2013;2013;TONNE;Tonnes;3;Thousands;;;639;;
FRA;France;B-V-02_010_24;Cross trade transport;2014;2014;TONNE;Tonnes;3;Thousands;;;394;;
FRA;France;B-V-02_010_24;Cross trade transport;2015;2015;TONNE;Tonnes;3;Thousands;;;588;;
FRA;France;B-V-02_010_24;Cross trade transport;2016;2016;TONNE;Tonnes;3;Thousands;;;657;;
FRA;France;B-V-02_010_24;Cross trade transport;2017;2017;TONNE;Tonnes;3;Thousands;;;613;;
FRA;France;B-V-02_010_24;Cross trade transport;2018;2018;TONNE;Tonnes;3;Thousands;;;987;;
FRA;France;B-V-02_010_25;Road cabotage transport;2010;2010;TONNE;Tonnes;3;Thousands;;;2011;;
FRA;France;B-V-02_010_25;Road cabotage transport;2011;2011;TONNE;Tonnes;3;Thousands;;;1881;;
FRA;France;B-V-02_010_25;Road cabotage transport;2012;2012;TONNE;Tonnes;3;Thousands;;;1603;;
FRA;France;B-V-02_010_25;Road cabotage transport;2013;2013;TONNE;Tonnes;3;Thousands;;;2040;;
FRA;France;B-V-02_010_25;Road cabotage transport;2014;2014;TONNE;Tonnes;3;Thousands;;;1747;;
FRA;France;B-V-02_010_25;Road cabotage transport;2015;2015;TONNE;Tonnes;3;Thousands;;;2465;;
FRA;France;B-V-02_010_25;Road cabotage transport;2016;2016;TONNE;Tonnes;3;Thousands;;;1935;;
FRA;France;B-V-02_010_25;Road cabotage transport;2017;2017;TONNE;Tonnes;3;Thousands;;;1871;;
FRA;France;B-V-02_010_25;Road cabotage transport;2018;2018;TONNE;Tonnes;3;Thousands;;;2946;;
FRA;France;B-V-02_010_32;3501 kg - 7500 kg ;2013;2013;TONNE;Tonnes;3;Thousands;;;5899;;
FRA;France;B-V-02_010_32;3501 kg - 7500 kg ;2014;2014;TONNE;Tonnes;3;Thousands;;;5676;;
FRA;France;B-V-02_010_32;3501 kg - 7500 kg ;2015;2015;TONNE;Tonnes;3;Thousands;;;5835;;
FRA;France;B-V-02_010_32;3501 kg - 7500 kg ;2016;2016;TONNE;Tonnes;3;Thousands;;;2392;;
FRA;France;B-V-02_010_32;3501 kg - 7500 kg ;2017;2017;TONNE;Tonnes;3;Thousands;;;2910;;
FRA;France;B-V-02_010_32;3501 kg - 7500 kg ;2018;2018;TONNE;Tonnes;3;Thousands;;;3420;;
FRA;France;B-V-02_010_33;7501 kg - 12000 kg  ;2013;2013;TONNE;Tonnes;3;Thousands;;;24617;;
FRA;France;B-V-02_010_33;7501 kg - 12000 kg  ;2014;2014;TONNE;Tonnes;3;Thousands;;;18623;;
FRA;France;B-V-02_010_33;7501 kg - 12000 kg  ;2015;2015;TONNE;Tonnes;3;Thousands;;;21317;;
FRA;France;B-V-02_010_33;7501 kg - 12000 kg  ;2016;2016;TONNE;Tonnes;3;Thousands;;;15345;;
FRA;France;B-V-02_010_33;7501 kg - 12000 kg  ;2017;2017;TONNE;Tonnes;3;Thousands;;;22065;;
FRA;France;B-V-02_010_33;7501 kg - 12000 kg  ;2018;2018;TONNE;Tonnes;3;Thousands;;;11956;;
FRA;France;B-V-02_010_34;12001 kg - 40000 kg  ;2013;2013;TONNE;Tonnes;3;Thousands;;;634286;;
FRA;France;B-V-02_010_34;12001 kg - 40000 kg  ;2014;2014;TONNE;Tonnes;3;Thousands;;;575296;;
FRA;France;B-V-02_010_34;12001 kg - 40000 kg  ;2015;2015;TONNE;Tonnes;3;Thousands;;;510787;;
FRA;France;B-V-02_010_34;12001 kg - 40000 kg  ;2016;2016;TONNE;Tonnes;3;Thousands;;;461668;;
FRA;France;B-V-02_010_34;12001 kg - 40000 kg  ;2017;2017;TONNE;Tonnes;3;Thousands;;;430427;;
FRA;France;B-V-02_010_34;12001 kg - 40000 kg  ;2018;2018;TONNE;Tonnes;3;Thousands;;;447121;;
FRA;France;B-V-02_010_35;Over 40000 kg  ;2013;2013;TONNE;Tonnes;3;Thousands;;;1336615;;
FRA;France;B-V-02_010_35;Over 40000 kg  ;2014;2014;TONNE;Tonnes;3;Thousands;;;1318725;;
FRA;France;B-V-02_010_35;Over 40000 kg  ;2015;2015;TONNE;Tonnes;3;Thousands;;;1259114;;
FRA;France;B-V-02_010_35;Over 40000 kg  ;2016;2016;TONNE;Tonnes;3;Thousands;;;1247945;;
FRA;France;B-V-02_010_35;Over 40000 kg  ;2017;2017;TONNE;Tonnes;3;Thousands;;;125763;;
FRA;France;B-V-02_010_35;Over 40000 kg  ;2018;2018;TONNE;Tonnes;3;Thousands;;;1343841;;
FRA;France;B-V-02_110_00;Total goods - Tonne-km  (millions);2010;2010;TONNEKM;Tonnes-kilometres;6;Millions;;;182189;;
FRA;France;B-V-02_110_00;Total goods - Tonne-km  (millions);2011;2011;TONNEKM;Tonnes-kilometres;6;Millions;;;185671;;
FRA;France;B-V-02_110_00;Total goods - Tonne-km  (millions);2012;2012;TONNEKM;Tonnes-kilometres;6;Millions;;;172419;;
FRA;France;B-V-02_110_00;Total goods - Tonne-km  (millions);2013;2013;TONNEKM;Tonnes-kilometres;6;Millions;;;171709;;
FRA;France;B-V-02_110_00;Total goods - Tonne-km  (millions);2014;2014;TONNEKM;Tonnes-kilometres;6;Millions;;;165172;;
FRA;France;B-V-02_110_00;Total goods - Tonne-km  (millions);2015;2015;TONNEKM;Tonnes-kilometres;6;Millions;;;153575;;
FRA;France;B-V-02_110_00;Total goods - Tonne-km  (millions);2016;2016;TONNEKM;Tonnes-kilometres;6;Millions;;;155811;;
FRA;France;B-V-02_110_00;Total goods - Tonne-km  (millions);2017;2017;TONNEKM;Tonnes-kilometres;6;Millions;;;167678;;
FRA;France;B-V-02_110_00;Total goods - Tonne-km  (millions);2018;2018;TONNEKM;Tonnes-kilometres;6;Millions;;;173333;;
FRA;France;B-V-02_110_11;Operated for hire or reward;2010;2010;TONNEKM;Tonnes-kilometres;6;Millions;;;151319;;
FRA;France;B-V-02_110_11;Operated for hire or reward;2011;2011;TONNEKM;Tonnes-kilometres;6;Millions;;;152471;;
FRA;France;B-V-02_110_11;Operated for hire or reward;2012;2012;TONNEKM;Tonnes-kilometres;6;Millions;;;142302;;
FRA;France;B-V-02_110_11;Operated for hire or reward;2013;2013;TONNEKM;Tonnes-kilometres;6;Millions;;;139148;;
FRA;France;B-V-02_110_11;Operated for hire or reward;2014;2014;TONNEKM;Tonnes-kilometres;6;Millions;;;132213;;
FRA;France;B-V-02_110_11;Operated for hire or reward;2015;2015;TONNEKM;Tonnes-kilometres;6;Millions;;;120375;;
FRA;France;B-V-02_110_11;Operated for hire or reward;2016;2016;TONNEKM;Tonnes-kilometres;6;Millions;;;119594;;
FRA;France;B-V-02_110_11;Operated for hire or reward;2017;2017;TONNEKM;Tonnes-kilometres;6;Millions;;;130481;;
FRA;France;B-V-02_110_11;Operated for hire or reward;2018;2018;TONNEKM;Tonnes-kilometres;6;Millions;;;131920;;
FRA;France;B-V-02_110_12;Operated for own account;2010;2010;TONNEKM;Tonnes-kilometres;6;Millions;;;30868;;
FRA;France;B-V-02_110_12;Operated for own account;2011;2011;TONNEKM;Tonnes-kilometres;6;Millions;;;33216;;
FRA;France;B-V-02_110_12;Operated for own account;2012;2012;TONNEKM;Tonnes-kilometres;6;Millions;;;30116;;
FRA;France;B-V-02_110_12;Operated for own account;2013;2013;TONNEKM;Tonnes-kilometres;6;Millions;;;32561;;
FRA;France;B-V-02_110_12;Operated for own account;2014;2014;TONNEKM;Tonnes-kilometres;6;Millions;;;32959;;
FRA;France;B-V-02_110_12;Operated for own account;2015;2015;TONNEKM;Tonnes-kilometres;6;Millions;;;33200;;
FRA;France;B-V-02_110_12;Operated for own account;2016;2016;TONNEKM;Tonnes-kilometres;6;Millions;;;36217;;
FRA;France;B-V-02_110_12;Operated for own account;2017;2017;TONNEKM;Tonnes-kilometres;6;Millions;;;37197;;
FRA;France;B-V-02_110_12;Operated for own account;2018;2018;TONNEKM;Tonnes-kilometres;6;Millions;;;41413;;
FRA;France;B-V-02_110_21;National transport in the reporting country;2010;2010;TONNEKM;Tonnes-kilometres;6;Millions;;;164379;;
